,idx,diff,metric_name,decision
0,0,0.1414292,ssim,1
1,1,0.11892245,ssim,1
2,2,0.100131564,ssim,1
3,7,0.34188366,ssim,1
4,52,0.3651853,ssim,1
5,54,0.26086894,ssim,1
6,213,0.48835555,ssim,1
7,234,0.4978451,ssim,1
8,235,0.4483871,ssim,1
9,245,0.22925237,ssim,1
10,247,0.50241476,ssim,1
11,248,0.48554584,ssim,1
12,251,0.36004412,ssim,1
13,252,0.33096644,ssim,1
14,256,0.4895288,ssim,1
15,270,0.46696192,ssim,1
16,283,0.32611495,ssim,1
17,296,0.49769905,ssim,1
18,299,0.43718305,ssim,1
19,302,0.5026364,ssim,1
20,306,0.50782865,ssim,1
21,324,0.27861792,ssim,1
22,326,0.26463982,ssim,1
23,338,0.38940564,ssim,1
24,345,0.4981817,ssim,1
25,347,0.47555077,ssim,1
26,351,0.43426168,ssim,1
27,358,0.50381917,ssim,1
28,369,0.4624763,ssim,1
29,387,0.48435354,ssim,1
30,407,0.5039174,ssim,1
31,410,0.49341956,ssim,1
32,425,0.50059384,ssim,1
33,477,0.5064901,ssim,1
34,526,0.5081619,ssim,1
35,580,0.32251298,ssim,1
36,582,0.31258863,ssim,1
37,588,0.5028321,ssim,1
38,590,0.29510966,ssim,1
39,629,0.2735521,ssim,1
40,630,0.29997382,ssim,1
41,635,0.48142195,ssim,1
42,636,0.38542956,ssim,1
43,762,0.42244133,ssim,1
44,764,0.41643375,ssim,1
45,765,0.4388963,ssim,1
46,766,0.50451326,ssim,1
47,768,0.47725317,ssim,1
48,770,0.35728654,ssim,1
49,773,0.34807894,ssim,1
50,774,0.37172583,ssim,1
51,898,0.502414,ssim,1
52,902,0.4808771,ssim,1
53,908,0.47974122,ssim,1
54,927,0.45763707,ssim,1
55,934,0.4262286,ssim,1
56,944,0.38449505,ssim,1
57,1029,0.38156745,ssim,1
58,1036,0.29098636,ssim,1
59,1039,0.3454987,ssim,1
60,1057,0.41387424,ssim,1
61,1060,0.40701377,ssim,1
62,1062,0.4419801,ssim,1
63,1075,0.47758496,ssim,1
64,1083,0.28710037,ssim,1
65,1089,0.41826844,ssim,1
66,1114,0.47585458,ssim,1
67,1143,0.4974137,ssim,1
68,1161,0.31640777,ssim,1
69,1168,0.411687,ssim,1
70,1200,0.51297677,ssim,1
71,1201,0.36595508,ssim,1
72,1202,0.30129257,ssim,1
73,1216,0.49316457,ssim,1
74,1241,0.50885737,ssim,1
75,1262,0.503311,ssim,1
76,1269,0.08877525,ssim,1
77,1286,0.25364438,ssim,1
78,1288,0.44204244,ssim,1
