,idx,diff,metric_name,decision
0,21,0.0341557,shc_mse,0
1,45,0.039221022,shc_mse,0
2,76,0.036004648,shc_mse,0
3,77,0.03283191,shc_mse,0
4,78,0.025329238,shc_mse,0
5,81,0.03681534,shc_mse,0
6,96,0.021347402,shc_mse,0
7,106,0.038283564,shc_mse,0
8,114,0.027595803,shc_mse,0
9,187,0.03688753,shc_mse,0
10,189,0.038662635,shc_mse,0
11,191,0.029229894,shc_mse,0
12,204,0.038825694,shc_mse,0
13,209,0.029479768,shc_mse,0
14,224,0.02105401,shc_mse,0
15,277,0.03123545,shc_mse,0
16,278,0.037997425,shc_mse,0
17,282,0.026925502,shc_mse,0
18,320,0.03946904,shc_mse,0
19,333,0.025007097,shc_mse,0
20,384,0.03973777,shc_mse,0
21,429,0.023043387,shc_mse,0
22,453,0.03582888,shc_mse,0
23,454,0.031787064,shc_mse,0
24,465,0.03729375,shc_mse,0
25,474,0.022942469,shc_mse,0
26,495,0.021324567,shc_mse,0
27,497,0.01935989,shc_mse,0
28,527,0.02944938,shc_mse,0
29,529,0.03484223,shc_mse,0
30,547,0.036099583,shc_mse,0
31,553,0.03688551,shc_mse,0
32,559,0.030231552,shc_mse,0
33,575,0.037745066,shc_mse,0
34,579,0.02367787,shc_mse,0
35,606,0.03191094,shc_mse,0
36,622,0.03654749,shc_mse,0
37,623,0.038761944,shc_mse,0
38,646,0.037126243,shc_mse,0
39,648,0.027977165,shc_mse,0
40,658,0.03635562,shc_mse,0
41,659,0.019389754,shc_mse,0
42,660,0.030133195,shc_mse,0
43,671,0.021279467,shc_mse,0
44,672,0.039993763,shc_mse,0
45,677,0.026852423,shc_mse,0
46,678,0.02766566,shc_mse,0
47,679,0.026251253,shc_mse,0
48,680,0.017324654,shc_mse,0
49,683,0.032171972,shc_mse,0
50,689,0.030267254,shc_mse,0
51,690,0.034420405,shc_mse,0
52,691,0.023460498,shc_mse,0
53,692,0.035682235,shc_mse,0
54,693,0.023663998,shc_mse,0
55,694,0.03280489,shc_mse,0
56,696,0.030930927,shc_mse,0
57,697,0.03651501,shc_mse,0
58,700,0.016326867,shc_mse,0
59,706,0.034578513,shc_mse,0
60,707,0.021703385,shc_mse,0
61,711,0.020753382,shc_mse,0
62,715,0.025887657,shc_mse,0
63,724,0.030727576,shc_mse,0
64,727,0.033462424,shc_mse,0
65,732,0.027703438,shc_mse,0
66,733,0.027023185,shc_mse,0
67,734,0.02138894,shc_mse,0
68,735,0.036067806,shc_mse,0
69,736,0.011647468,shc_mse,0
70,737,0.02574006,shc_mse,0
71,738,0.030908452,shc_mse,0
72,739,0.020727651,shc_mse,0
73,740,0.0313683,shc_mse,0
74,741,0.026461761,shc_mse,0
75,742,0.036799766,shc_mse,0
76,743,0.03782053,shc_mse,0
77,754,0.026332045,shc_mse,0
78,783,0.03707227,shc_mse,0
79,790,0.035052665,shc_mse,0
80,795,0.03880676,shc_mse,0
81,799,0.034024388,shc_mse,0
82,801,0.03298305,shc_mse,0
83,810,0.020090498,shc_mse,0
84,818,0.031275995,shc_mse,0
85,822,0.036759928,shc_mse,0
86,824,0.039828386,shc_mse,0
87,826,0.036461208,shc_mse,0
88,213,0.4953931,shc_mse,1
89,215,0.4139702,shc_mse,1
90,220,0.44338962,shc_mse,1
91,230,0.2818828,shc_mse,1
92,231,0.44932488,shc_mse,1
93,236,0.30965236,shc_mse,1
94,247,0.3753513,shc_mse,1
95,248,0.35638687,shc_mse,1
96,251,0.39689195,shc_mse,1
97,252,0.40287417,shc_mse,1
98,256,0.3593842,shc_mse,1
99,257,0.28024748,shc_mse,1
100,261,0.30260497,shc_mse,1
101,295,0.2863941,shc_mse,1
102,306,0.33450684,shc_mse,1
103,394,0.28377423,shc_mse,1
104,580,0.33680606,shc_mse,1
105,582,0.3031864,shc_mse,1
106,628,0.37835398,shc_mse,1
107,629,0.48924753,shc_mse,1
108,764,0.27290186,shc_mse,1
109,773,0.2733624,shc_mse,1
110,880,0.38114244,shc_mse,1
111,888,0.27421293,shc_mse,1
112,908,0.27407977,shc_mse,1
113,921,0.27796492,shc_mse,1
114,933,0.45551473,shc_mse,1
115,934,0.31719625,shc_mse,1
116,938,0.36854804,shc_mse,1
117,944,0.27618942,shc_mse,1
118,949,0.2924877,shc_mse,1
119,971,0.27474073,shc_mse,1
120,989,0.2845528,shc_mse,1
121,991,0.31758013,shc_mse,1
122,995,0.28120944,shc_mse,1
123,996,0.3136969,shc_mse,1
124,1024,0.45032275,shc_mse,1
125,1039,0.2832114,shc_mse,1
126,1061,0.32033208,shc_mse,1
127,1062,0.39265412,shc_mse,1
128,1064,0.28761286,shc_mse,1
129,1105,0.2932551,shc_mse,1
130,1140,0.3148243,shc_mse,1
131,1154,0.31676856,shc_mse,1
132,1176,0.3120212,shc_mse,1
133,1179,0.3875275,shc_mse,1
134,1186,0.31678382,shc_mse,1
135,1200,0.31783694,shc_mse,1
136,1201,0.32250863,shc_mse,1
137,1235,0.4084222,shc_mse,1
138,1237,0.32198846,shc_mse,1
139,1272,0.28839812,shc_mse,1
140,1275,0.32240957,shc_mse,1
141,1289,0.45233822,shc_mse,1
142,1313,0.29994914,shc_mse,1
143,1324,0.28972042,shc_mse,1
144,1352,0.5233705,shc_mse,1
145,1364,0.42135176,shc_mse,1
146,1379,0.36331278,shc_mse,1
147,1384,0.31247362,shc_mse,1
148,1436,0.3857033,shc_mse,1
149,1438,0.38406157,shc_mse,1
150,1442,0.29095203,shc_mse,1
151,1450,0.6185214,shc_mse,1
152,1459,0.2874442,shc_mse,1
153,1464,0.32247546,shc_mse,1
154,1469,0.2839729,shc_mse,1
155,1502,0.3446193,shc_mse,1
156,1518,0.35591403,shc_mse,1
157,1526,0.32034454,shc_mse,1
158,1545,0.33293363,shc_mse,1
159,1559,0.27803293,shc_mse,1
160,1567,0.30464718,shc_mse,1
161,1570,0.38148686,shc_mse,1
162,1592,0.38344622,shc_mse,1
163,1605,0.28462315,shc_mse,1
164,1612,0.2906585,shc_mse,1
165,1614,0.27735612,shc_mse,1
166,1615,0.35554826,shc_mse,1
167,1622,0.36542326,shc_mse,1
168,1639,0.35317495,shc_mse,1
169,1646,0.3929267,shc_mse,1
170,1686,0.3134138,shc_mse,1
171,1703,0.2857924,shc_mse,1
172,1705,0.27449238,shc_mse,1
173,1707,0.3123671,shc_mse,1
174,1715,0.30987728,shc_mse,1
175,1736,0.2985423,shc_mse,1
