,data_idx,trigger_method,value
67,13,xihe_4,0.4775855541229248
68,13,xihe_9,0.4043920636177063
69,13,xihe_16,0.4004613757133484
70,14,image,0.0
71,14,xihe_1,0.05226264148950577
72,14,xihe_4,0.4401717483997345
73,14,xihe_9,0.3882825970649719
74,14,xihe_16,0.38304245471954346
75,15,image,0.0
76,15,xihe_1,0.0679091140627861
77,15,xihe_4,0.4771729111671448
78,15,xihe_9,0.4507514536380768
79,15,xihe_16,0.43717098236083984
80,16,image,0.0
81,16,xihe_1,0.06857890635728836
82,16,xihe_4,0.6807612776756287
83,16,xihe_9,0.6705369353294373
84,16,xihe_16,0.4156792163848877
85,17,image,0.0
86,17,xihe_1,0.1341751366853714
87,17,xihe_4,0.8779187798500061
88,17,xihe_9,0.5940689444541931
89,17,xihe_16,0.5422782897949219
90,18,image,0.0
91,18,xihe_1,0.08363915979862213
92,18,xihe_4,0.6151070594787598
93,18,xihe_9,0.5374719500541687
94,18,xihe_16,0.39393314719200134
95,19,image,0.0
96,19,xihe_1,0.10541008412837982
97,19,xihe_4,0.6151070594787598
98,19,xihe_9,0.5374719500541687
99,19,xihe_16,0.42366719245910645
100,20,image,0.0
101,20,xihe_1,0.1271502673625946
102,20,xihe_4,0.435692697763443
103,20,xihe_9,0.42887207865715027
104,20,xihe_16,0.4240673780441284
105,21,image,0.0
106,21,xihe_1,0.05858210101723671
107,21,xihe_4,0.6073536276817322
108,21,xihe_9,0.4114247262477875
109,21,xihe_16,0.40431472659111023
110,22,image,0.0
111,22,xihe_1,0.08117476850748062
112,22,xihe_4,0.652870774269104
113,22,xihe_9,0.4496447741985321
114,22,xihe_16,0.4129258096218109
115,23,image,0.0
116,23,xihe_1,0.11658279597759247
117,23,xihe_4,0.5319056510925293
118,23,xihe_9,0.4730585515499115
119,23,xihe_16,0.43497246503829956
120,24,image,0.0
121,24,xihe_1,0.15070466697216034
122,24,xihe_4,0.5250583291053772
123,24,xihe_9,0.5197425484657288
124,24,xihe_16,0.5134323835372925
125,25,image,0.0
126,25,xihe_1,0.05927148088812828
127,25,xihe_4,0.5319056510925293
128,25,xihe_9,0.4485192894935608
129,25,xihe_16,0.3893352150917053
130,26,image,0.0
131,26,xihe_1,0.14094413816928864
132,26,xihe_4,0.7076240181922913
133,26,xihe_9,0.610833466053009
134,26,xihe_16,0.6202540993690491
135,27,image,0.0
136,27,xihe_1,0.12139813601970673
137,27,xihe_4,0.5136152505874634
138,27,xihe_9,0.49767643213272095
139,27,xihe_16,0.4745883047580719
140,28,image,0.0
141,28,xihe_1,0.06776344776153564
142,28,xihe_4,0.4181968867778778
143,28,xihe_9,0.38492488861083984
144,28,xihe_16,0.3767785131931305
145,29,image,0.0
146,29,xihe_1,0.10026465356349945
147,29,xihe_4,0.5317621827125549
148,29,xihe_9,0.46246206760406494
149,29,xihe_16,0.3656504154205322
150,30,image,0.0
151,30,xihe_1,0.10426938533782959
152,30,xihe_4,0.5317621827125549
153,30,xihe_9,0.46246206760406494
154,30,xihe_16,0.39795756340026855
155,31,image,0.0
156,31,xihe_1,0.1539730280637741
157,31,xihe_4,0.6897424459457397
158,31,xihe_9,0.6230316162109375
159,31,xihe_16,0.5292890667915344
160,32,image,0.0
161,32,xihe_1,0.10599587857723236
162,32,xihe_4,0.4745047092437744
163,32,xihe_9,0.44020336866378784
164,32,xihe_16,0.3986043930053711
165,33,image,0.0
166,33,xihe_1,0.0769810602068901
167,33,xihe_4,0.4844931662082672
168,33,xihe_9,0.42896440625190735
169,33,xihe_16,0.380971759557724
170,34,image,0.0
171,34,xihe_1,0.053649675101041794
172,34,xihe_4,0.5948238372802734
173,34,xihe_9,0.5711855292320251
174,34,xihe_16,0.4989360272884369
175,35,image,0.0
176,35,xihe_1,0.12157617509365082
177,35,xihe_4,0.599466860294342
178,35,xihe_9,0.5041782259941101
179,35,xihe_16,0.4234583079814911
180,36,image,0.0
181,36,xihe_1,0.14308802783489227
182,36,xihe_4,0.5077021718025208
183,36,xihe_9,0.4727110266685486
184,36,xihe_16,0.4313216209411621
185,37,image,0.0
186,37,xihe_1,0.09142199158668518
187,37,xihe_4,0.7107330560684204
188,37,xihe_9,0.544869065284729
189,37,xihe_16,0.4819156527519226
190,38,image,0.0
191,38,xihe_1,0.10130660980939865
192,38,xihe_4,0.7107330560684204
193,38,xihe_9,0.5435818433761597
194,38,xihe_16,0.5039456486701965
195,39,image,0.0
196,39,xihe_1,0.1791583001613617
197,39,xihe_4,0.7107330560684204
198,39,xihe_9,0.5659641027450562
199,39,xihe_16,0.5574215650558472
200,0,image,0.0
201,0,xihe_1,0.18437092006206512
202,0,xihe_4,0.6846662163734436
203,0,xihe_9,0.5580691695213318
204,0,xihe_16,0.5039510726928711
205,1,image,0.0
206,1,xihe_1,0.16483072936534882
207,1,xihe_4,0.7521646022796631
208,1,xihe_9,0.7224822640419006
209,1,xihe_16,0.6876054406166077
210,2,image,0.0
211,2,xihe_1,0.1921582967042923
212,2,xihe_4,0.7521646022796631
213,2,xihe_9,0.7224822640419006
214,2,xihe_16,0.6876054406166077
215,3,image,0.0
216,3,xihe_1,0.10716450214385986
217,3,xihe_4,0.5942919850349426
218,3,xihe_9,0.4897722601890564
219,3,xihe_16,0.4936044216156006
220,4,image,0.0
221,4,xihe_1,0.08346144109964371
222,4,xihe_4,0.5128476023674011
223,4,xihe_9,0.40082475543022156
224,4,xihe_16,0.342163622379303
225,5,image,0.0
226,5,xihe_1,0.04973684623837471
227,5,xihe_4,0.5311251878738403
228,5,xihe_9,0.35903966426849365
229,5,xihe_16,0.3467804491519928
230,6,image,0.0
231,6,xihe_1,0.08979232609272003
232,6,xihe_4,0.8629360795021057
233,6,xihe_9,0.8238643407821655
234,6,xihe_16,0.699485182762146
235,7,image,0.0
236,7,xihe_1,0.1268528401851654
237,7,xihe_4,0.8508663177490234
238,7,xihe_9,0.6584413647651672
239,7,xihe_16,0.5439449548721313
240,8,image,0.0
241,8,xihe_1,0.09223994612693787
242,8,xihe_4,0.8581392168998718
243,8,xihe_9,0.8322269320487976
244,8,xihe_16,0.7016740441322327
245,9,image,0.0
246,9,xihe_1,0.0
247,9,xihe_4,0.0
248,9,xihe_9,0.0
249,9,xihe_16,0.0
250,10,image,0.0
251,10,xihe_1,0.08824953436851501
252,10,xihe_4,0.5727553367614746
253,10,xihe_9,0.40536201000213623
254,10,xihe_16,0.3207205533981323
255,11,image,0.0
256,11,xihe_1,0.08523429185152054
257,11,xihe_4,0.6367320418357849
258,11,xihe_9,0.47413957118988037
259,11,xihe_16,0.40527138113975525
260,12,image,0.0
261,12,xihe_1,0.0554828867316246
262,12,xihe_4,0.4276227653026581
263,12,xihe_9,0.40473610162734985
264,12,xihe_16,0.3929322361946106
265,13,image,0.0
266,13,xihe_1,0.13875366747379303
267,13,xihe_4,0.4775855541229248
268,13,xihe_9,0.4043920636177063
269,13,xihe_16,0.4004613757133484
270,14,image,0.0
271,14,xihe_1,0.05226264148950577
272,14,xihe_4,0.4401717483997345
273,14,xihe_9,0.3882825970649719
274,14,xihe_16,0.38304245471954346
275,15,image,0.0
276,15,xihe_1,0.0679091140627861
277,15,xihe_4,0.4771729111671448
278,15,xihe_9,0.4507514536380768
279,15,xihe_16,0.43717098236083984
280,16,image,0.0
281,16,xihe_1,0.06857890635728836
282,16,xihe_4,0.6807612776756287
283,16,xihe_9,0.6705369353294373
284,16,xihe_16,0.4156792163848877
285,17,image,0.0
286,17,xihe_1,0.1341751366853714
287,17,xihe_4,0.8779187798500061
288,17,xihe_9,0.5940689444541931
289,17,xihe_16,0.5422782897949219
290,18,image,0.0
291,18,xihe_1,0.08363915979862213
292,18,xihe_4,0.6151070594787598
293,18,xihe_9,0.5374719500541687
294,18,xihe_16,0.39393314719200134
295,19,image,0.0
296,19,xihe_1,0.10541008412837982
297,19,xihe_4,0.6151070594787598
298,19,xihe_9,0.5374719500541687
299,19,xihe_16,0.42366719245910645
300,20,image,0.0
301,20,xihe_1,0.1271502673625946
302,20,xihe_4,0.435692697763443
303,20,xihe_9,0.42887207865715027
304,20,xihe_16,0.4240673780441284
305,21,image,0.0
306,21,xihe_1,0.05858210101723671
307,21,xihe_4,0.6073536276817322
308,21,xihe_9,0.4114247262477875
309,21,xihe_16,0.40431472659111023
310,22,image,0.0
311,22,xihe_1,0.08117476850748062
312,22,xihe_4,0.652870774269104
313,22,xihe_9,0.4496447741985321
314,22,xihe_16,0.4129258096218109
315,23,image,0.0
316,23,xihe_1,0.11658279597759247
317,23,xihe_4,0.5319056510925293
318,23,xihe_9,0.4730585515499115
319,23,xihe_16,0.43497246503829956
320,24,image,0.0
321,24,xihe_1,0.15070466697216034
322,24,xihe_4,0.5250583291053772
323,24,xihe_9,0.5197425484657288
324,24,xihe_16,0.5134323835372925
325,25,image,0.0
326,25,xihe_1,0.05927148088812828
327,25,xihe_4,0.5319056510925293
328,25,xihe_9,0.4485192894935608
329,25,xihe_16,0.3893352150917053
330,26,image,0.0
331,26,xihe_1,0.14094413816928864
332,26,xihe_4,0.7076240181922913
333,26,xihe_9,0.610833466053009
334,26,xihe_16,0.6202540993690491
335,27,image,0.0
336,27,xihe_1,0.12139813601970673
337,27,xihe_4,0.5136152505874634
338,27,xihe_9,0.49767643213272095
339,27,xihe_16,0.4745883047580719
340,28,image,0.0
341,28,xihe_1,0.06776344776153564
342,28,xihe_4,0.4181968867778778
343,28,xihe_9,0.38492488861083984
344,28,xihe_16,0.3767785131931305
345,29,image,0.0
346,29,xihe_1,0.10026465356349945
347,29,xihe_4,0.5317621827125549
348,29,xihe_9,0.46246206760406494
349,29,xihe_16,0.3656504154205322
350,30,image,0.0
351,30,xihe_1,0.10426938533782959
352,30,xihe_4,0.5317621827125549
353,30,xihe_9,0.46246206760406494
354,30,xihe_16,0.39795756340026855
355,31,image,0.0
356,31,xihe_1,0.1539730280637741
357,31,xihe_4,0.6897424459457397
358,31,xihe_9,0.6230316162109375
359,31,xihe_16,0.5292890667915344
360,32,image,0.0
361,32,xihe_1,0.10599587857723236
362,32,xihe_4,0.4745047092437744
363,32,xihe_9,0.44020336866378784
364,32,xihe_16,0.3986043930053711
365,33,image,0.0
366,33,xihe_1,0.0769810602068901
367,33,xihe_4,0.4844931662082672
368,33,xihe_9,0.42896440625190735
369,33,xihe_16,0.380971759557724
370,34,image,0.0
371,34,xihe_1,0.053649675101041794
372,34,xihe_4,0.5948238372802734
373,34,xihe_9,0.5711855292320251
374,34,xihe_16,0.4989360272884369
375,35,image,0.0
376,35,xihe_1,0.12157617509365082
377,35,xihe_4,0.599466860294342
378,35,xihe_9,0.5041782259941101
379,35,xihe_16,0.4234583079814911
380,36,image,0.0
381,36,xihe_1,0.14308802783489227
382,36,xihe_4,0.5077021718025208
383,36,xihe_9,0.4727110266685486
384,36,xihe_16,0.4313216209411621
385,37,image,0.0
386,37,xihe_1,0.09142199158668518
387,37,xihe_4,0.7107330560684204
388,37,xihe_9,0.544869065284729
389,37,xihe_16,0.4819156527519226
390,38,image,0.0
391,38,xihe_1,0.10130660980939865
392,38,xihe_4,0.7107330560684204
393,38,xihe_9,0.5435818433761597
394,38,xihe_16,0.5039456486701965
395,39,image,0.0
396,39,xihe_1,0.1791583001613617
397,39,xihe_4,0.7107330560684204
398,39,xihe_9,0.5659641027450562
399,39,xihe_16,0.5574215650558472
400,40,image,0.0
401,40,xihe_1,0.10010430216789246
402,40,xihe_4,0.7107330560684204
403,40,xihe_9,0.5138524770736694
404,40,xihe_16,0.4311214089393616
405,41,image,0.0
406,41,xihe_1,0.08462163805961609
407,41,xihe_4,0.8456670641899109
408,41,xihe_9,0.7216740250587463
409,41,xihe_16,0.533180832862854
410,42,image,0.0
411,42,xihe_1,0.1874132752418518
412,42,xihe_4,0.8456670641899109
413,42,xihe_9,0.7656098008155823
414,42,xihe_16,0.723497748374939
415,43,image,0.0
416,43,xihe_1,0.10106619447469711
417,43,xihe_4,0.8456670641899109
418,43,xihe_9,0.7501485347747803
419,43,xihe_16,0.6792858839035034
420,44,image,0.0
421,44,xihe_1,0.15437862277030945
422,44,xihe_4,0.7760874032974243
423,44,xihe_9,0.6753020882606506
424,44,xihe_16,0.5407926440238953
425,45,image,0.0
426,45,xihe_1,0.07219403237104416
427,45,xihe_4,0.6353235840797424
428,45,xihe_9,0.4592171311378479
429,45,xihe_16,0.37088942527770996
430,46,image,0.0
431,46,xihe_1,0.18451349437236786
432,46,xihe_4,0.7099090218544006
433,46,xihe_9,0.5741501450538635
434,46,xihe_16,0.5494229793548584
435,47,image,0.0
436,47,xihe_1,0.13115231692790985
437,47,xihe_4,0.7794502377510071
438,47,xihe_9,0.7111612558364868
439,47,xihe_16,0.6765068173408508
440,48,image,0.0
441,48,xihe_1,0.06324924528598785
442,48,xihe_4,0.5444610714912415
443,48,xihe_9,0.3955281972885132
444,48,xihe_16,0.33830225467681885
445,49,image,0.0
446,49,xihe_1,0.10125474631786346
447,49,xihe_4,0.4845867156982422
448,49,xihe_9,0.4197263717651367
449,49,xihe_16,0.38093334436416626
450,50,image,0.0
451,50,xihe_1,0.08898752182722092
452,50,xihe_4,0.3775702118873596
453,50,xihe_9,0.3053390085697174
454,50,xihe_16,0.2910800576210022
455,51,image,0.0
456,51,xihe_1,0.10781016200780869
457,51,xihe_4,0.7347763776779175
458,51,xihe_9,0.6353169083595276
459,51,xihe_16,0.6202051043510437
460,52,image,0.0
461,52,xihe_1,0.09078212082386017
462,52,xihe_4,0.574027955532074
463,52,xihe_9,0.4481900632381439
464,52,xihe_16,0.45446914434432983
465,53,image,0.0
466,53,xihe_1,0.17567171156406403
467,53,xihe_4,0.8824849128723145
468,53,xihe_9,0.835486650466919
469,53,xihe_16,0.7734756469726562
470,54,image,0.0
471,54,xihe_1,0.09649321436882019
472,54,xihe_4,0.5929065942764282
473,54,xihe_9,0.49718597531318665
474,54,xihe_16,0.4708365797996521
475,55,image,0.0
476,55,xihe_1,0.09674760699272156
477,55,xihe_4,0.5187351107597351
478,55,xihe_9,0.45106416940689087
479,55,xihe_16,0.4261438250541687
480,56,image,0.0
481,56,xihe_1,0.1879948228597641
482,56,xihe_4,0.928119957447052
483,56,xihe_9,0.9058152437210083
484,56,xihe_16,0.7831718921661377
485,57,image,0.0
486,57,xihe_1,4.044923116452992e-07
487,57,xihe_4,0.00012943753972649574
488,57,xihe_9,5.752779543399811e-05
489,57,xihe_16,3.2359384931623936e-05
490,58,image,0.0
491,58,xihe_1,0.16464358568191528
492,58,xihe_4,0.7986775040626526
493,58,xihe_9,0.7615566849708557
494,58,xihe_16,0.7204588055610657
495,59,image,0.0
496,59,xihe_1,0.16503730416297913
497,59,xihe_4,0.7986775040626526
498,59,xihe_9,0.7615566849708557
499,59,xihe_16,0.7204588055610657
500,60,image,0.0
501,60,xihe_1,0.16501979529857635
502,60,xihe_4,0.7986775040626526
503,60,xihe_9,0.7615566849708557
504,60,xihe_16,0.7204588055610657
505,61,image,0.0
506,61,xihe_1,0.10122738778591156
507,61,xihe_4,0.5338152050971985
508,61,xihe_9,0.43811869621276855
509,61,xihe_16,0.3823734521865845
510,62,image,0.0
511,62,xihe_1,0.16498830914497375
512,62,xihe_4,0.7986775040626526
513,62,xihe_9,0.7615566849708557
514,62,xihe_16,0.7204588055610657
515,63,image,0.0
516,63,xihe_1,0.11962756514549255
517,63,xihe_4,0.7305946350097656
518,63,xihe_9,0.6108061671257019
519,63,xihe_16,0.5681298971176147
520,64,image,0.0
521,64,xihe_1,0.11960501223802567
522,64,xihe_4,0.7305946350097656
523,64,xihe_9,0.6108061671257019
524,64,xihe_16,0.5681298971176147
525,65,image,0.0
526,65,xihe_1,0.11502011120319366
527,65,xihe_4,0.6285685300827026
528,65,xihe_9,0.6108061671257019
529,65,xihe_16,0.43906542658805847
530,66,image,0.0
531,66,xihe_1,0.1195673793554306
532,66,xihe_4,0.7305946350097656
533,66,xihe_9,0.6108061671257019
534,66,xihe_16,0.5681298971176147
535,67,image,0.0
536,67,xihe_1,3.932781964977039e-06
537,67,xihe_4,0.0012367037124931812
538,67,xihe_9,0.0005496460944414139
539,67,xihe_16,0.0003091759281232953
540,68,image,0.0
541,68,xihe_1,0.09640480577945709
542,68,xihe_4,0.6240369081497192
543,68,xihe_9,0.44621187448501587
544,68,xihe_16,0.42703738808631897
545,69,image,0.0
546,69,xihe_1,5.354510449251393e-06
547,69,xihe_4,0.0012367037124931812
548,69,xihe_9,0.0005496460944414139
549,69,xihe_16,0.00042836085776798427
550,70,image,0.0
551,70,xihe_1,0.09643221646547318
552,70,xihe_4,0.6240369081497192
553,70,xihe_9,0.44621187448501587
554,70,xihe_16,0.42703738808631897
555,71,image,0.0
556,71,xihe_1,1.557894620418665e-06
557,71,xihe_4,0.0004767397476825863
558,71,xihe_9,0.00021188432583585382
559,71,xihe_16,0.00011918493692064658
560,72,image,0.0
561,72,xihe_1,0.09640903770923615
562,72,xihe_4,0.6240369081497192
563,72,xihe_9,0.44621187448501587
564,72,xihe_16,0.42703738808631897
565,73,image,0.0
566,73,xihe_1,0.11927444487810135
567,73,xihe_4,0.7749314904212952
568,73,xihe_9,0.6951691508293152
569,73,xihe_16,0.6720973253250122
570,74,image,0.0
571,74,xihe_1,0.07043791562318802
572,74,xihe_4,0.606831967830658
573,74,xihe_9,0.5279228687286377
574,74,xihe_16,0.3991410434246063
575,75,image,0.0
576,75,xihe_1,0.1495121270418167
577,75,xihe_4,0.8346123099327087
578,75,xihe_9,0.7865555882453918
579,75,xihe_16,0.7466958165168762
580,76,image,0.0
581,76,xihe_1,0.028811097145080566
582,76,xihe_4,0.2614404857158661
583,76,xihe_9,0.15173310041427612
584,76,xihe_16,0.13941209018230438
585,77,image,0.0
586,77,xihe_1,0.04372624307870865
587,77,xihe_4,0.45792901515960693
588,77,xihe_9,0.24016918241977692
589,77,xihe_16,0.183156818151474
590,78,image,0.0
591,78,xihe_1,0.04421750083565712
592,78,xihe_4,0.3590286076068878
593,78,xihe_9,0.20118987560272217
594,78,xihe_16,0.16089966893196106
595,79,image,0.0
596,79,xihe_1,0.06201577186584473
597,79,xihe_4,0.7155029773712158
598,79,xihe_9,0.6799925565719604
599,79,xihe_16,0.6872744560241699
600,80,image,0.0
601,80,xihe_1,0.04984034225344658
602,80,xihe_4,0.7543240189552307
603,80,xihe_9,0.5587207674980164
604,80,xihe_16,0.426725298166275
605,81,image,0.0
606,81,xihe_1,0.059073347598314285
607,81,xihe_4,0.5910751819610596
608,81,xihe_9,0.45312315225601196
609,81,xihe_16,0.3650057911872864
610,82,image,0.0
611,82,xihe_1,0.1106165274977684
612,82,xihe_4,0.5874522924423218
613,82,xihe_9,0.47816938161849976
614,82,xihe_16,0.39372581243515015
615,83,image,0.0
616,83,xihe_1,0.11516283452510834
617,83,xihe_4,0.5712944269180298
618,83,xihe_9,0.4758654236793518
619,83,xihe_16,0.39372581243515015
620,84,image,0.0
621,84,xihe_1,2.354863227083115e-06
622,84,xihe_4,0.0007535562035627663
623,84,xihe_9,0.0003349138714838773
624,84,xihe_16,0.00018838905089069158
625,85,image,0.0
626,85,xihe_1,0.09348532557487488
627,85,xihe_4,0.5092887878417969
628,85,xihe_9,0.3662090003490448
629,85,xihe_16,0.31826192140579224
630,86,image,0.0
631,86,xihe_1,0.06399897485971451
632,86,xihe_4,0.39953869581222534
633,86,xihe_9,0.3499782681465149
634,86,xihe_16,0.26228824257850647
635,87,image,0.0
636,87,xihe_1,0.07539544254541397
637,87,xihe_4,0.37311676144599915
638,87,xihe_9,0.3117707371711731
639,87,xihe_16,0.2921062409877777
640,88,image,0.0
641,88,xihe_1,0.09600671380758286
642,88,xihe_4,0.5156055688858032
643,88,xihe_9,0.4556179642677307
644,88,xihe_16,0.39844998717308044
645,89,image,0.0
646,89,xihe_1,0.05789909139275551
647,89,xihe_4,0.47931307554244995
648,89,xihe_9,0.3117707371711731
649,89,xihe_16,0.24380625784397125
650,90,image,0.0
651,90,xihe_1,0.07210440933704376
652,90,xihe_4,0.44647443294525146
653,90,xihe_9,0.341078519821167
654,90,xihe_16,0.2589055597782135
655,91,image,0.0
656,91,xihe_1,0.07113895565271378
657,91,xihe_4,0.4881315529346466
658,91,xihe_9,0.3117707371711731
659,91,xihe_16,0.21982796490192413
660,92,image,0.0
661,92,xihe_1,0.052961546927690506
662,92,xihe_4,0.3770524263381958
663,92,xihe_9,0.2731097936630249
664,92,xihe_16,0.26142221689224243
665,93,image,0.0
666,93,xihe_1,0.06094229221343994
667,93,xihe_4,0.48908495903015137
668,93,xihe_9,0.4140795171260834
669,93,xihe_16,0.3053489327430725
670,94,image,0.0
671,94,xihe_1,0.07046707719564438
672,94,xihe_4,0.504716157913208
673,94,xihe_9,0.4140795171260834
674,94,xihe_16,0.32743337750434875
675,95,image,0.0
676,95,xihe_1,0.07325828820466995
677,95,xihe_4,0.5346020460128784
678,95,xihe_9,0.43646687269210815
679,95,xihe_16,0.36853328347206116
680,96,image,0.0
681,96,xihe_1,0.03400192782282829
682,96,xihe_4,0.3218211233615875
683,96,xihe_9,0.19960756599903107
684,96,xihe_16,0.16247373819351196
685,97,image,0.0
686,97,xihe_1,0.04407288134098053
687,97,xihe_4,0.3683326840400696
688,97,xihe_9,0.31015992164611816
689,97,xihe_16,0.2425682544708252
690,98,image,0.0
691,98,xihe_1,0.04680156335234642
692,98,xihe_4,0.42615020275115967
693,98,xihe_9,0.33385396003723145
694,98,xihe_16,0.24032393097877502
695,99,image,0.0
696,99,xihe_1,0.07726802676916122
697,99,xihe_4,0.7391298413276672
698,99,xihe_9,0.5893619060516357
699,99,xihe_16,0.5336325764656067
700,100,image,0.0
701,100,xihe_1,0.035048093646764755
702,100,xihe_4,0.35974884033203125
703,100,xihe_9,0.22598886489868164
704,100,xihe_16,0.20566385984420776
705,101,image,0.0
706,101,xihe_1,0.05708812177181244
707,101,xihe_4,0.4464244246482849
708,101,xihe_9,0.28898629546165466
709,101,xihe_16,0.2223930060863495
710,102,image,0.0
711,102,xihe_1,0.054152797907590866
712,102,xihe_4,0.5842047929763794
713,102,xihe_9,0.3996827304363251
714,102,xihe_16,0.31373512744903564
715,103,image,0.0
716,103,xihe_1,0.1341085135936737
717,103,xihe_4,0.5938434600830078
718,103,xihe_9,0.48212167620658875
719,103,xihe_16,0.478438138961792
720,104,image,0.0
721,104,xihe_1,0.042802903801202774
722,104,xihe_4,0.4181455969810486
723,104,xihe_9,0.3462030291557312
724,104,xihe_16,0.27467867732048035
725,105,image,0.0
726,105,xihe_1,0.11096499115228653
727,105,xihe_4,0.5842047929763794
728,105,xihe_9,0.41441500186920166
729,105,xihe_16,0.39089229702949524
730,106,image,0.0
731,106,xihe_1,0.035325657576322556
732,106,xihe_4,0.5393387079238892
733,106,xihe_9,0.3996827304363251
734,106,xihe_16,0.31550174951553345
735,107,image,0.0
736,107,xihe_1,0.11811837553977966
737,107,xihe_4,0.505308210849762
738,107,xihe_9,0.4065968990325928
739,107,xihe_16,0.40663883090019226
740,108,image,0.0
741,108,xihe_1,0.03640861436724663
742,108,xihe_4,0.46878767013549805
743,108,xihe_9,0.31370386481285095
744,108,xihe_16,0.25330132246017456
745,109,image,0.0
746,109,xihe_1,0.10705646872520447
747,109,xihe_4,0.6818941831588745
748,109,xihe_9,0.6329281330108643
749,109,xihe_16,0.5892372131347656
750,110,image,0.0
751,110,xihe_1,0.07779701799154282
752,110,xihe_4,0.6818941831588745
753,110,xihe_9,0.6329281330108643
754,110,xihe_16,0.5375881195068359
755,111,image,0.0
756,111,xihe_1,0.04767635837197304
757,111,xihe_4,0.49493786692619324
758,111,xihe_9,0.40521398186683655
759,111,xihe_16,0.3280472457408905
760,112,image,0.0
761,112,xihe_1,0.056357163935899734
762,112,xihe_4,0.27975010871887207
763,112,xihe_9,0.22124597430229187
764,112,xihe_16,0.21203577518463135
765,113,image,0.0
766,113,xihe_1,0.12560591101646423
767,113,xihe_4,0.7779072523117065
768,113,xihe_9,0.7369917631149292
769,113,xihe_16,0.6693958044052124
770,114,image,0.0
771,114,xihe_1,0.034732576459646225
772,114,xihe_4,0.3026861548423767
773,114,xihe_9,0.2715223729610443
774,114,xihe_16,0.2174759805202484
775,115,image,0.0
776,115,xihe_1,0.0983341708779335
777,115,xihe_4,0.5779790282249451
778,115,xihe_9,0.42747437953948975
779,115,xihe_16,0.41847434639930725
780,116,image,0.0
781,116,xihe_1,0.15522156655788422
782,116,xihe_4,0.8184852004051208
783,116,xihe_9,0.7699517011642456
784,116,xihe_16,0.7139581441879272
785,117,image,0.0
786,117,xihe_1,0.06327170878648758
787,117,xihe_4,0.7700884342193604
788,117,xihe_9,0.7115377187728882
789,117,xihe_16,0.6960457563400269
790,118,image,0.0
791,118,xihe_1,0.18677034974098206
792,118,xihe_4,0.8633602261543274
793,118,xihe_9,0.8443095088005066
794,118,xihe_16,0.8324353098869324
795,119,image,0.0
796,119,xihe_1,0.14769871532917023
797,119,xihe_4,0.7825362086296082
798,119,xihe_9,0.7530146837234497
799,119,xihe_16,0.7342848777770996
800,120,image,0.0
801,120,xihe_1,0.17233654856681824
802,120,xihe_4,0.8531283736228943
803,120,xihe_9,0.8343884944915771
804,120,xihe_16,0.8126973509788513
805,121,image,0.0
806,121,xihe_1,0.10982685536146164
807,121,xihe_4,0.6467333436012268
808,121,xihe_9,0.5161542296409607
809,121,xihe_16,0.45557254552841187
810,122,image,0.0
811,122,xihe_1,0.10631193965673447
812,122,xihe_4,0.7389093637466431
813,122,xihe_9,0.6173455119132996
