,data_idx,trigger_method,value
2365,433,image,0.0
2366,433,xihe_1,0.14187398552894592
2367,433,xihe_4,0.8043252825737
2368,433,xihe_9,0.7764290571212769
2369,433,xihe_16,0.7758237719535828
2370,434,image,0.0
2371,434,xihe_1,0.12063814699649811
2372,434,xihe_4,0.6097359657287598
2373,434,xihe_9,0.542179524898529
2374,434,xihe_16,0.5257724523544312
2375,435,image,0.0
2376,435,xihe_1,0.18256820738315582
2377,435,xihe_4,0.8043252825737
2378,435,xihe_9,0.7394523620605469
2379,435,xihe_16,0.7204623222351074
2380,436,image,0.0
2381,436,xihe_1,0.06449867784976959
2382,436,xihe_4,0.424561083316803
2383,436,xihe_9,0.41788432002067566
2384,436,xihe_16,0.4078434705734253
2385,437,image,0.0
2386,437,xihe_1,1.201460886335326e-08
2387,437,xihe_4,3.844674665742787e-06
2388,437,xihe_9,1.7087443211494246e-06
2389,437,xihe_16,9.611686664356967e-07
2390,438,image,0.0
2391,438,xihe_1,0.0
2392,438,xihe_4,0.0
2393,438,xihe_9,0.0
2394,438,xihe_16,0.0
2395,439,image,0.0
2396,439,xihe_1,4.40535679047116e-08
2397,439,xihe_4,1.0252465472149197e-05
2398,439,xihe_9,4.556651219900232e-06
2399,439,xihe_16,2.5631163680372993e-06
2400,440,image,0.0
2401,440,xihe_1,0.06449639052152634
2402,440,xihe_4,0.424561083316803
2403,440,xihe_9,0.41788432002067566
2404,440,xihe_16,0.4078434705734253
2405,441,image,0.0
2406,441,xihe_1,0.06449867784976959
2407,441,xihe_4,0.424561083316803
2408,441,xihe_9,0.41788432002067566
2409,441,xihe_16,0.4078434705734253
2410,442,image,0.0
2411,442,xihe_1,0.06449130177497864
2412,442,xihe_4,0.424561083316803
2413,442,xihe_9,0.41788432002067566
2414,442,xihe_16,0.4078434705734253
2415,443,image,0.0
2416,443,xihe_1,1.201460886335326e-08
2417,443,xihe_4,3.844674665742787e-06
2418,443,xihe_9,1.7087443211494246e-06
2419,443,xihe_16,9.611686664356967e-07
2420,444,image,0.0
2421,444,xihe_1,3.203895460046624e-08
2422,444,xihe_4,1.0252465472149197e-05
2423,444,xihe_9,4.556651219900232e-06
2424,444,xihe_16,2.5631163680372993e-06
2425,445,image,0.0
2426,445,xihe_1,4.40535679047116e-08
2427,445,xihe_4,1.0252465472149197e-05
2428,445,xihe_9,4.556651219900232e-06
2429,445,xihe_16,2.5631163680372993e-06
2430,446,image,0.0
2431,446,xihe_1,0.1345488727092743
2432,446,xihe_4,0.4987505078315735
2433,446,xihe_9,0.447842001914978
2434,446,xihe_16,0.40164169669151306
2435,447,image,0.0
2436,447,xihe_1,9.531590308142768e-07
2437,447,xihe_4,0.0002832243626471609
2438,447,xihe_9,0.00012587750097736716
2439,447,xihe_16,7.080609066179022e-05
2440,448,image,0.0
2441,448,xihe_1,0.13453228771686554
2442,448,xihe_4,0.4987505078315735
2443,448,xihe_9,0.447842001914978
2444,448,xihe_16,0.40164169669151306
2445,449,image,0.0
2446,449,xihe_1,0.2017204910516739
2447,449,xihe_4,0.7448096871376038
2448,449,xihe_9,0.678055465221405
2449,449,xihe_16,0.6632718443870544
2450,450,image,0.0
2451,450,xihe_1,0.20966902375221252
2452,450,xihe_4,0.74737149477005
2453,450,xihe_9,0.7497282028198242
2454,450,xihe_16,0.7043213844299316
2455,451,image,0.0
2456,451,xihe_1,0.20970793068408966
2457,451,xihe_4,0.74737149477005
2458,451,xihe_9,0.7497282028198242
2459,451,xihe_16,0.7043213844299316
2460,452,image,0.0
2461,452,xihe_1,1.8246184481540695e-05
2462,452,xihe_4,0.0054812245070934296
2463,452,xihe_9,0.0024361000396311283
2464,452,xihe_16,0.0013703062431886792
2465,453,image,0.0
2466,453,xihe_1,1.0773107987915864e-06
2467,453,xihe_4,0.0003447394410613924
2468,453,xihe_9,0.00015321752289310098
2469,453,xihe_16,8.61848602653481e-05
2470,454,image,0.0
2471,454,xihe_1,0.09070010483264923
2472,454,xihe_4,0.5287569165229797
2473,454,xihe_9,0.43277886509895325
2474,454,xihe_16,0.3608372211456299
2475,455,image,0.0
2476,455,xihe_1,0.08134892582893372
2477,455,xihe_4,0.7114699482917786
2478,455,xihe_9,0.6003252267837524
2479,455,xihe_16,0.5623894929885864
2480,456,image,0.0
2481,456,xihe_1,0.11078217625617981
2482,456,xihe_4,0.6061656475067139
2483,456,xihe_9,0.4185393154621124
2484,456,xihe_16,0.3805994391441345
2485,457,image,0.0
2486,457,xihe_1,0.08183678239583969
2487,457,xihe_4,0.5220774412155151
2488,457,xihe_9,0.3994355797767639
2489,457,xihe_16,0.35262978076934814
2490,458,image,0.0
2491,458,xihe_1,0.12332867830991745
2492,458,xihe_4,0.49008461833000183
2493,458,xihe_9,0.3856978416442871
2494,458,xihe_16,0.34064817428588867
2495,459,image,0.0
2496,459,xihe_1,0.09711819142103195
2497,459,xihe_4,0.40264129638671875
2498,459,xihe_9,0.3318467438220978
2499,459,xihe_16,0.2901740074157715
2500,460,image,0.0
2501,460,xihe_1,0.13721270859241486
2502,460,xihe_4,0.5242701768875122
2503,460,xihe_9,0.4453917145729065
2504,460,xihe_16,0.43488919734954834
2505,461,image,0.0
2506,461,xihe_1,0.12885332107543945
2507,461,xihe_4,0.5986594557762146
2508,461,xihe_9,0.5611488819122314
2509,461,xihe_16,0.49352526664733887
2510,462,image,0.0
2511,462,xihe_1,0.0877823606133461
2512,462,xihe_4,0.7041509747505188
2513,462,xihe_9,0.5645954608917236
2514,462,xihe_16,0.5175297856330872
2515,463,image,0.0
2516,463,xihe_1,0.10433319211006165
2517,463,xihe_4,0.3776291608810425
2518,463,xihe_9,0.3720455467700958
2519,463,xihe_16,0.3534490168094635
2520,464,image,0.0
2521,464,xihe_1,0.10984057933092117
2522,464,xihe_4,0.6255427598953247
2523,464,xihe_9,0.5290296077728271
2524,464,xihe_16,0.47447842359542847
2525,465,image,0.0
2526,465,xihe_1,0.06676706671714783
2527,465,xihe_4,0.6033833026885986
2528,465,xihe_9,0.4855636954307556
2529,465,xihe_16,0.39877933263778687
2530,466,image,0.0
2531,466,xihe_1,0.14338858425617218
2532,466,xihe_4,0.6318916082382202
2533,466,xihe_9,0.5986050963401794
2534,466,xihe_16,0.4811229705810547
2535,467,image,0.0
2536,467,xihe_1,0.13541510701179504
2537,467,xihe_4,0.6277918815612793
2538,467,xihe_9,0.5501633286476135
2539,467,xihe_16,0.5157731771469116
2540,468,image,0.0
2541,468,xihe_1,0.19439344108104706
2542,468,xihe_4,0.7165513634681702
2543,468,xihe_9,0.6405092477798462
2544,468,xihe_16,0.592634916305542
2545,469,image,0.0
2546,469,xihe_1,0.10909631848335266
2547,469,xihe_4,0.5891119241714478
2548,469,xihe_9,0.47350963950157166
2549,469,xihe_16,0.44072186946868896
2550,470,image,0.0
2551,470,xihe_1,6.648082830906787e-07
2552,470,xihe_4,0.00016532100562471896
2553,470,xihe_9,7.347600330831483e-05
2554,470,xihe_16,4.133025140617974e-05
2555,471,image,0.0
2556,471,xihe_1,0.14927759766578674
2557,471,xihe_4,0.5495284199714661
2558,471,xihe_9,0.4852060079574585
2559,471,xihe_16,0.4678075909614563
2560,472,image,0.0
2561,472,xihe_1,0.0004144440172240138
2562,472,xihe_4,0.13261951506137848
2563,472,xihe_9,0.058942005038261414
2564,472,xihe_16,0.03315487876534462
2565,473,image,0.0
2566,473,xihe_1,0.0892447754740715
2567,473,xihe_4,0.5294246077537537
2568,473,xihe_9,0.4554191827774048
2569,473,xihe_16,0.43671250343322754
2570,474,image,0.0
2571,474,xihe_1,0.05631164833903313
2572,474,xihe_4,0.5797846913337708
2573,474,xihe_9,0.3915998041629791
2574,474,xihe_16,0.30011600255966187
2575,475,image,0.0
2576,475,xihe_1,0.1244293674826622
2577,475,xihe_4,0.5606356859207153
2578,475,xihe_9,0.4377399682998657
2579,475,xihe_16,0.35540851950645447
2580,476,image,0.0
2581,476,xihe_1,0.12205498665571213
2582,476,xihe_4,0.5606356859207153
2583,476,xihe_9,0.4377399682998657
2584,476,xihe_16,0.3859711289405823
2585,477,image,0.0
2586,477,xihe_1,0.05670325458049774
2587,477,xihe_4,0.6545969843864441
2588,477,xihe_9,0.5615743398666382
2589,477,xihe_16,0.4475913643836975
2590,478,image,0.0
2591,478,xihe_1,0.13814465701580048
2592,478,xihe_4,0.6676740050315857
2593,478,xihe_9,0.5581910610198975
2594,478,xihe_16,0.5406516790390015
2595,479,image,0.0
2596,479,xihe_1,0.1429726928472519
2597,479,xihe_4,0.4494438171386719
2598,479,xihe_9,0.41334474086761475
2599,479,xihe_16,0.3852384090423584
2600,480,image,0.0
2601,480,xihe_1,0.10504314303398132
2602,480,xihe_4,0.49348971247673035
2603,480,xihe_9,0.3892287015914917
2604,480,xihe_16,0.36271339654922485
2605,481,image,0.0
2606,481,xihe_1,0.10568048059940338
2607,481,xihe_4,0.4415699243545532
2608,481,xihe_9,0.40687260031700134
2609,481,xihe_16,0.3630514144897461
2610,482,image,0.0
2611,482,xihe_1,0.13836638629436493
2612,482,xihe_4,0.6980456113815308
2613,482,xihe_9,0.5595500469207764
2614,482,xihe_16,0.4516150951385498
2615,483,image,0.0
2616,483,xihe_1,0.11899437755346298
2617,483,xihe_4,0.6803857684135437
2618,483,xihe_9,0.6052390336990356
2619,483,xihe_16,0.46688196063041687
2620,484,image,0.0
2621,484,xihe_1,0.07514144480228424
2622,484,xihe_4,0.6285249590873718
2623,484,xihe_9,0.5732347965240479
2624,484,xihe_16,0.44420674443244934
2625,485,image,0.0
2626,485,xihe_1,0.08239123225212097
2627,485,xihe_4,0.4852684736251831
2628,485,xihe_9,0.36929500102996826
2629,485,xihe_16,0.3419816493988037
2630,486,image,0.0
2631,486,xihe_1,0.12455455958843231
2632,486,xihe_4,0.49106496572494507
2633,486,xihe_9,0.4180557429790497
2634,486,xihe_16,0.3612745404243469
2635,487,image,0.0
2636,487,xihe_1,0.15103289484977722
2637,487,xihe_4,0.7206946015357971
2638,487,xihe_9,0.6127154231071472
2639,487,xihe_16,0.5696338415145874
2640,488,image,0.0
2641,488,xihe_1,0.1564687043428421
2642,488,xihe_4,0.73637455701828
2643,488,xihe_9,0.6509513258934021
2644,488,xihe_16,0.5873759984970093
2645,489,image,0.0
2646,489,xihe_1,0.17830203473567963
2647,489,xihe_4,0.6499449014663696
2648,489,xihe_9,0.6166329383850098
2649,489,xihe_16,0.5733833312988281
2650,490,image,0.0
2651,490,xihe_1,0.11848437786102295
2652,490,xihe_4,0.827511191368103
2653,490,xihe_9,0.7370800375938416
2654,490,xihe_16,0.5431356430053711
2655,491,image,0.0
2656,491,xihe_1,0.013667617924511433
2657,491,xihe_4,0.24963605403900146
2658,491,xihe_9,0.15601521730422974
2659,491,xihe_16,0.11627355217933655
2660,492,image,0.0
2661,492,xihe_1,0.07276556640863419
2662,492,xihe_4,0.44579267501831055
2663,492,xihe_9,0.38885390758514404
2664,492,xihe_16,0.3785768747329712
2665,493,image,0.0
2666,493,xihe_1,0.012167980894446373
2667,493,xihe_4,0.24548764526844025
2668,493,xihe_9,0.15638943016529083
2669,493,xihe_16,0.13276304304599762
2670,494,image,0.0
2671,494,xihe_1,0.052815452218055725
2672,494,xihe_4,0.33434322476387024
2673,494,xihe_9,0.2688925862312317
2674,494,xihe_16,0.24183551967144012
2675,495,image,0.0
2676,495,xihe_1,0.008652414195239544
2677,495,xihe_4,0.17435218393802643
2678,495,xihe_9,0.10528772324323654
2679,495,xihe_16,0.10027041286230087
2680,496,image,0.0
2681,496,xihe_1,0.06131046265363693
2682,496,xihe_4,0.3559528589248657
2683,496,xihe_9,0.3153197765350342
2684,496,xihe_16,0.30987221002578735
2685,497,image,0.0
2686,497,xihe_1,0.03283941000699997
2687,497,xihe_4,0.39097779989242554
2688,497,xihe_9,0.28474804759025574
2689,497,xihe_16,0.22270570695400238
2690,498,image,0.0
2691,498,xihe_1,0.03573397547006607
2692,498,xihe_4,0.268404483795166
2693,498,xihe_9,0.19755536317825317
2694,498,xihe_16,0.19377291202545166
2695,499,image,0.0
2696,499,xihe_1,0.020055929198861122
2697,499,xihe_4,0.2980225682258606
2698,499,xihe_9,0.2127199023962021
2699,499,xihe_16,0.159699484705925
2700,500,image,0.0
2701,500,xihe_1,0.03898531198501587
2702,500,xihe_4,0.48466745018959045
2703,500,xihe_9,0.4011420011520386
2704,500,xihe_16,0.29970717430114746
2705,501,image,0.0
2706,501,xihe_1,0.06378116458654404
2707,501,xihe_4,0.6905344724655151
2708,501,xihe_9,0.5112870931625366
2709,501,xihe_16,0.39929452538490295
2710,502,image,0.0
2711,502,xihe_1,0.13247746229171753
2712,502,xihe_4,0.8356503844261169
2713,502,xihe_9,0.8238802552223206
2714,502,xihe_16,0.7341727018356323
2715,503,image,0.0
2716,503,xihe_1,0.08997201919555664
2717,503,xihe_4,0.789249062538147
2718,503,xihe_9,0.5265371203422546
2719,503,xihe_16,0.4057490825653076
2720,504,image,0.0
2721,504,xihe_1,0.122158482670784
2722,504,xihe_4,0.9138972163200378
2723,504,xihe_9,0.8275814056396484
2724,504,xihe_16,0.8246975541114807
2725,505,image,0.0
2726,505,xihe_1,0.13962851464748383
2727,505,xihe_4,0.7443111538887024
2728,505,xihe_9,0.6623737812042236
2729,505,xihe_16,0.6430639028549194
2730,506,image,0.0
2731,506,xihe_1,0.0646413266658783
2732,506,xihe_4,0.555692732334137
2733,506,xihe_9,0.42724597454071045
2734,506,xihe_16,0.3762127161026001
2735,507,image,0.0
2736,507,xihe_1,0.1275467872619629
2737,507,xihe_4,0.7762925028800964
2738,507,xihe_9,0.6305164694786072
2739,507,xihe_16,0.5940417051315308
2740,508,image,0.0
2741,508,xihe_1,0.15122689306735992
2742,508,xihe_4,0.7443111538887024
2743,508,xihe_9,0.6623737812042236
2744,508,xihe_16,0.6430639028549194
2745,509,image,0.0
2746,509,xihe_1,0.17848274111747742
2747,509,xihe_4,0.7762925028800964
2748,509,xihe_9,0.6623737812042236
2749,509,xihe_16,0.6122680902481079
2750,510,image,0.0
2751,510,xihe_1,0.143325075507164
2752,510,xihe_4,0.7762925028800964
2753,510,xihe_9,0.6305164694786072
2754,510,xihe_16,0.5940417051315308
2755,511,image,0.0
2756,511,xihe_1,0.059551939368247986
2757,511,xihe_4,0.49194538593292236
2758,511,xihe_9,0.36926940083503723
2759,511,xihe_16,0.2665446400642395
2760,512,image,0.0
2761,512,xihe_1,0.081442691385746
2762,512,xihe_4,0.638241708278656
2763,512,xihe_9,0.5182030200958252
2764,512,xihe_16,0.4547722339630127
2765,513,image,0.0
2766,513,xihe_1,0.056534893810749054
2767,513,xihe_4,0.5183801054954529
2768,513,xihe_9,0.44479644298553467
2769,513,xihe_16,0.333359956741333
2770,514,image,0.0
2771,514,xihe_1,0.10537417978048325
2772,514,xihe_4,0.4960002899169922
2773,514,xihe_9,0.47182995080947876
2774,514,xihe_16,0.44753432273864746
2775,515,image,0.0
2776,515,xihe_1,0.051344823092222214
2777,515,xihe_4,0.4522901773452759
2778,515,xihe_9,0.32713744044303894
2779,515,xihe_16,0.2975439131259918
2780,516,image,0.0
2781,516,xihe_1,0.08481988310813904
2782,516,xihe_4,0.5183801054954529
2783,516,xihe_9,0.44479644298553467
2784,516,xihe_16,0.413103312253952
2785,517,image,0.0
2786,517,xihe_1,0.10224880278110504
2787,517,xihe_4,0.4681379199028015
2788,517,xihe_9,0.47182995080947876
2789,517,xihe_16,0.41691532731056213
2790,518,image,0.0
2791,518,xihe_1,0.07089265435934067
2792,518,xihe_4,0.5672830939292908
2793,518,xihe_9,0.5040687918663025
2794,518,xihe_16,0.445557177066803
2795,519,image,0.0
2796,519,xihe_1,0.0764903575181961
2797,519,xihe_4,0.49157118797302246
2798,519,xihe_9,0.4461663067340851
2799,519,xihe_16,0.4015154540538788
2800,520,image,0.0
2801,520,xihe_1,0.10770963877439499
2802,520,xihe_4,0.5303088426589966
2803,520,xihe_9,0.5040687918663025
2804,520,xihe_16,0.4442490339279175
2805,521,image,0.0
2806,521,xihe_1,0.08947525173425674
2807,521,xihe_4,0.49157118797302246
2808,521,xihe_9,0.47182995080947876
2809,521,xihe_16,0.41691532731056213
2810,522,image,0.0
2811,522,xihe_1,0.09722043573856354
2812,522,xihe_4,0.5672830939292908
2813,522,xihe_9,0.5040687918663025
2814,522,xihe_16,0.445557177066803
2815,523,image,0.0
2816,523,xihe_1,0.14675544202327728
2817,523,xihe_4,0.5782122611999512
2818,523,xihe_9,0.5357455611228943
2819,523,xihe_16,0.5075699090957642
2820,524,image,0.0
2821,524,xihe_1,0.09255293011665344
2822,524,xihe_4,0.5674715042114258
2823,524,xihe_9,0.4570516049861908
2824,524,xihe_16,0.39798861742019653
2825,525,image,0.0
2826,525,xihe_1,0.05662363022565842
2827,525,xihe_4,0.6239023804664612
2828,525,xihe_9,0.45051109790802
2829,525,xihe_16,0.4059737026691437
2830,526,image,0.0
2831,526,xihe_1,0.14184430241584778
2832,526,xihe_4,0.6239023804664612
2833,526,xihe_9,0.4632953405380249
2834,526,xihe_16,0.452109158039093
2835,527,image,0.0
2836,527,xihe_1,0.05948454886674881
2837,527,xihe_4,0.44961684942245483
2838,527,xihe_9,0.37186098098754883
2839,527,xihe_16,0.35169678926467896
2840,528,image,0.0
2841,528,xihe_1,0.05671565234661102
2842,528,xihe_4,0.43762660026550293
2843,528,xihe_9,0.34853261709213257
2844,528,xihe_16,0.32939833402633667
2845,529,image,0.0
2846,529,xihe_1,0.030070731416344643
2847,529,xihe_4,0.337716281414032
2848,529,xihe_9,0.24678543210029602
2849,529,xihe_16,0.21344870328903198
2850,530,image,0.0
2851,530,xihe_1,0.09579429775476456
2852,530,xihe_4,0.666760265827179
2853,530,xihe_9,0.5928329825401306
2854,530,xihe_16,0.5387558937072754
2855,531,image,0.0
2856,531,xihe_1,0.07538031786680222
2857,531,xihe_4,0.5994796752929688
2858,531,xihe_9,0.5904122591018677
2859,531,xihe_16,0.43034154176712036
2860,532,image,0.0
2861,532,xihe_1,0.08923449367284775
2862,532,xihe_4,0.6830296516418457
2863,532,xihe_9,0.6332846879959106
2864,532,xihe_16,0.5564148426055908
2865,533,image,0.0
2866,533,xihe_1,0.11946415156126022
2867,533,xihe_4,0.5499564409255981
2868,533,xihe_9,0.48176684975624084
2869,533,xihe_16,0.47119829058647156
2870,534,image,0.0
2871,534,xihe_1,0.07187046110630035
2872,534,xihe_4,0.6846635937690735
2873,534,xihe_9,0.6190018653869629
2874,534,xihe_16,0.49380049109458923
2875,535,image,0.0
2876,535,xihe_1,0.16331377625465393
2877,535,xihe_4,0.6432461738586426
2878,535,xihe_9,0.5391949415206909
2879,535,xihe_16,0.4919467270374298
2880,536,image,0.0
2881,536,xihe_1,0.14469175040721893
2882,536,xihe_4,0.7366346120834351
2883,536,xihe_9,0.691920280456543
2884,536,xihe_16,0.663570761680603
2885,537,image,0.0
2886,537,xihe_1,0.22722674906253815
2887,537,xihe_4,0.6827540993690491
2888,537,xihe_9,0.6551730632781982
2889,537,xihe_16,0.6505972146987915
2890,538,image,0.0
2891,538,xihe_1,0.17861713469028473
2892,538,xihe_4,0.6707074642181396
2893,538,xihe_9,0.6551730632781982
2894,538,xihe_16,0.6505972146987915
2895,539,image,0.0
2896,539,xihe_1,0.13873228430747986
2897,539,xihe_4,0.8125118017196655
2898,539,xihe_9,0.7490839958190918
2899,539,xihe_16,0.6239436864852905
2900,540,image,0.0
2901,540,xihe_1,0.07889802753925323
2902,540,xihe_4,0.521430253982544
2903,540,xihe_9,0.44781357049942017
2904,540,xihe_16,0.41758492588996887
2905,541,image,0.0
2906,541,xihe_1,0.06720321625471115
2907,541,xihe_4,0.5128694176673889
2908,541,xihe_9,0.5062987208366394
2909,541,xihe_16,0.3769463896751404
2910,542,image,0.0
2911,542,xihe_1,0.10127867758274078
2912,542,xihe_4,0.7166116237640381
2913,542,xihe_9,0.5196070075035095
2914,542,xihe_16,0.40940219163894653
2915,543,image,0.0
2916,543,xihe_1,0.06406699866056442
2917,543,xihe_4,0.5500012636184692
2918,543,xihe_9,0.41386306285858154
2919,543,xihe_16,0.27766722440719604
2920,544,image,0.0
2921,544,xihe_1,0.10831357538700104
2922,544,xihe_4,0.86942458152771
2923,544,xihe_9,0.7168792486190796
2924,544,xihe_16,0.5841032266616821
2925,545,image,0.0
2926,545,xihe_1,0.09298089891672134
2927,545,xihe_4,0.7481340169906616
2928,545,xihe_9,0.684666633605957
2929,545,xihe_16,0.5370421409606934
2930,546,image,0.0
2931,546,xihe_1,5.847109036949405e-07
2932,546,xihe_4,0.00018710749282035977
2933,546,xihe_9,8.31588840810582e-05
2934,546,xihe_16,4.677687320508994e-05
2935,547,image,0.0
2936,547,xihe_1,0.037157487124204636
2937,547,xihe_4,0.6024503707885742
2938,547,xihe_9,0.47377675771713257
2939,547,xihe_16,0.37033289670944214
2940,548,image,0.0
2941,548,xihe_1,0.042278289794921875
2942,548,xihe_4,0.5274907350540161
2943,548,xihe_9,0.4475606679916382
2944,548,xihe_16,0.38513973355293274
2945,549,image,0.0
2946,549,xihe_1,0.04246020317077637
2947,549,xihe_4,0.5164757370948792
2948,549,xihe_9,0.4475606679916382
2949,549,xihe_16,0.41034284234046936
2950,550,image,0.0
2951,550,xihe_1,0.0680784359574318
2952,550,xihe_4,0.8369216918945312
2953,550,xihe_9,0.7528762221336365
2954,550,xihe_16,0.5293979644775391
2955,551,image,0.0
2956,551,xihe_1,0.05851609259843826
2957,551,xihe_4,0.48817890882492065
2958,551,xihe_9,0.33720535039901733
2959,551,xihe_16,0.2455664575099945
2960,552,image,0.0
2961,552,xihe_1,0.09223894774913788
2962,552,xihe_4,0.8227040767669678
2963,552,xihe_9,0.762890100479126
2964,552,xihe_16,0.6418954133987427
2965,553,image,0.0
2966,553,xihe_1,0.0706556960940361
2967,553,xihe_4,0.6514776945114136
2968,553,xihe_9,0.46219199895858765
2969,553,xihe_16,0.3762357532978058
2970,554,image,0.0
2971,554,xihe_1,0.05519424006342888
2972,554,xihe_4,0.560339629650116
2973,554,xihe_9,0.47447845339775085
2974,554,xihe_16,0.3305392265319824
2975,555,image,0.0
2976,555,xihe_1,0.09996172040700912
2977,555,xihe_4,0.6367076635360718
2978,555,xihe_9,0.5351235270500183
2979,555,xihe_16,0.4392842650413513
2980,556,image,0.0
2981,556,xihe_1,0.10089876502752304
2982,556,xihe_4,0.8921030163764954
2983,556,xihe_9,0.7290905117988586
2984,556,xihe_16,0.6869540214538574
2985,557,image,0.0
2986,557,xihe_1,0.06759975850582123
2987,557,xihe_4,0.34366780519485474
2988,557,xihe_9,0.26572972536087036
2989,557,xihe_16,0.23792579770088196
2990,558,image,0.0
2991,558,xihe_1,0.1710105538368225
2992,558,xihe_4,0.9209073185920715
2993,558,xihe_9,0.7646586298942566
2994,558,xihe_16,0.563369870185852
2995,559,image,0.0
2996,559,xihe_1,0.05937245860695839
2997,559,xihe_4,0.6906049251556396
2998,559,xihe_9,0.662769615650177
2999,559,xihe_16,0.6150394082069397
3000,560,image,0.0
3001,560,xihe_1,0.05758519098162651
3002,560,xihe_4,0.4941445589065552
3003,560,xihe_9,0.37227678298950195
3004,560,xihe_16,0.3079710006713867
3005,561,image,0.0
3006,561,xihe_1,1.0412664153136575e-07
3007,561,xihe_4,3.332052438054234e-05
3008,561,xihe_9,1.480912214901764e-05
3009,561,xihe_16,8.330131095135584e-06
3010,562,image,0.0
3011,562,xihe_1,1.875080488389358e-05
3012,562,xihe_4,0.006000257562845945
3013,562,xihe_9,0.0026667811907827854
3014,562,xihe_16,0.0015000643907114863
3015,563,image,0.0
3016,563,xihe_1,0.15317381918430328
3017,563,xihe_4,0.6845969557762146
3018,563,xihe_9,0.6066151857376099
3019,563,xihe_16,0.5227960348129272
3020,564,image,0.0
3021,564,xihe_1,1.4177237517287722e-06
3022,564,xihe_4,0.00045367158600129187
3023,564,xihe_9,0.00020163181761745363
3024,564,xihe_16,0.00011341789650032297
3025,565,image,0.0
3026,565,xihe_1,0.05027873441576958
3027,565,xihe_4,0.6184467673301697
3028,565,xihe_9,0.3645361661911011
3029,565,xihe_16,0.25040239095687866
3030,566,image,0.0
3031,566,xihe_1,0.06986117362976074
3032,566,xihe_4,0.7580033540725708
3033,566,xihe_9,0.7459102869033813
3034,566,xihe_16,0.7448183298110962
3035,567,image,0.0
3036,567,xihe_1,0.1126035675406456
3037,567,xihe_4,0.7366961240768433
3038,567,xihe_9,0.5641061663627625
3039,567,xihe_16,0.47431567311286926
3040,568,image,0.0
3041,568,xihe_1,0.11233774572610855
3042,568,xihe_4,0.8532013297080994
3043,568,xihe_9,0.7477426528930664
3044,568,xihe_16,0.7041243314743042
3045,569,image,0.0
3046,569,xihe_1,0.1472979038953781
3047,569,xihe_4,0.7108113169670105
3048,569,xihe_9,0.6823291182518005
3049,569,xihe_16,0.6646453142166138
3050,570,image,0.0
3051,570,xihe_1,0.06507381796836853
3052,570,xihe_4,0.5557119250297546
3053,570,xihe_9,0.5507796406745911
3054,570,xihe_16,0.5447267293930054
3055,571,image,0.0
3056,571,xihe_1,0.04450790584087372
3057,571,xihe_4,0.5668909549713135
3058,571,xihe_9,0.5628382563591003
3059,571,xihe_16,0.5541602373123169
3060,572,image,0.0
3061,572,xihe_1,0.08762825280427933
3062,572,xihe_4,0.5557119250297546
3063,572,xihe_9,0.5507796406745911
3064,572,xihe_16,0.5447267293930054
3065,573,image,0.0
3066,573,xihe_1,0.16238784790039062
3067,573,xihe_4,0.6666487455368042
3068,573,xihe_9,0.6209275722503662
3069,573,xihe_16,0.58750319480896
3070,574,image,0.0
3071,574,xihe_1,0.04079579561948776
3072,574,xihe_4,0.39889660477638245
3073,574,xihe_9,0.37895113229751587
3074,574,xihe_16,0.3271549642086029
3075,575,image,0.0
3076,575,xihe_1,0.02861873246729374
3077,575,xihe_4,0.5006985068321228
3078,575,xihe_9,0.47131219506263733
3079,575,xihe_16,0.3526291251182556
3080,576,image,0.0
3081,576,xihe_1,0.09351232647895813
3082,576,xihe_4,0.8562873601913452
3083,576,xihe_9,0.8449234366416931
3084,576,xihe_16,0.7497709393501282
3085,577,image,0.0
3086,577,xihe_1,0.11100396513938904
3087,577,xihe_4,0.4394771456718445
3088,577,xihe_9,0.40234383940696716
3089,577,xihe_16,0.39075133204460144
3090,578,image,0.0
3091,578,xihe_1,0.10504956543445587
3092,578,xihe_4,0.4789799153804779
3093,578,xihe_9,0.3907676935195923
3094,578,xihe_16,0.39075133204460144
3095,579,image,0.0
3096,579,xihe_1,0.08745905756950378
3097,579,xihe_4,0.396989643573761
3098,579,xihe_9,0.38539254665374756
3099,579,xihe_16,0.31055748462677
3100,580,image,0.0
3101,580,xihe_1,0.19600051641464233
3102,580,xihe_4,0.6265295743942261
3103,580,xihe_9,0.5577166080474854
3104,580,xihe_16,0.5544047355651855
3105,581,image,0.0
3106,581,xihe_1,0.11610385030508041
3107,581,xihe_4,0.6712085604667664
3108,581,xihe_9,0.6164182424545288
3109,581,xihe_16,0.552643895149231
3110,582,image,0.0
3111,582,xihe_1,0.1623007357120514
3112,582,xihe_4,0.7100141048431396
3113,582,xihe_9,0.6416512727737427
3114,582,xihe_16,0.6307750940322876
3115,583,image,0.0
3116,583,xihe_1,0.1440586894750595
3117,583,xihe_4,0.6635051369667053
3118,583,xihe_9,0.6341407299041748
3119,583,xihe_16,0.6204630136489868
3120,584,image,0.0
3121,584,xihe_1,0.08277703076601028
3122,584,xihe_4,0.48826736211776733
3123,584,xihe_9,0.4352206587791443
3124,584,xihe_16,0.424024760723114
3125,585,image,0.0
3126,585,xihe_1,0.09182343631982803
3127,585,xihe_4,0.6450532078742981
3128,585,xihe_9,0.4710729420185089
3129,585,xihe_16,0.46034348011016846
3130,586,image,0.0
