,dataset,theta,metric,method,accuracy
3199,5,0.44,shc_mse,entropy,0.660377358490566
3200,5,0.45,shc_mse,image,0.5
3201,5,0.45,shc_mse,sphere,0.5
3202,5,0.45,shc_mse,xihe,0.8018867924528302
3203,5,0.45,shc_mse,entropy,0.6792452830188679
3204,5,0.46,shc_mse,image,0.5
3205,5,0.46,shc_mse,sphere,0.5
3206,5,0.46,shc_mse,xihe,0.8018867924528302
3207,5,0.46,shc_mse,entropy,0.6981132075471698
3208,5,0.47,shc_mse,image,0.5
3209,5,0.47,shc_mse,sphere,0.5
3210,5,0.47,shc_mse,xihe,0.8018867924528302
3211,5,0.47,shc_mse,entropy,0.6981132075471698
3212,5,0.48,shc_mse,image,0.5
3213,5,0.48,shc_mse,sphere,0.5
3214,5,0.48,shc_mse,xihe,0.8018867924528302
3215,5,0.48,shc_mse,entropy,0.7264150943396226
3216,5,0.49,shc_mse,image,0.5
3217,5,0.49,shc_mse,sphere,0.5
3218,5,0.49,shc_mse,xihe,0.8018867924528302
3219,5,0.49,shc_mse,entropy,0.7264150943396226
3220,5,0.5,shc_mse,image,0.5
3221,5,0.5,shc_mse,sphere,0.5
3222,5,0.5,shc_mse,xihe,0.8018867924528302
3223,5,0.5,shc_mse,entropy,0.7264150943396226
3224,5,0.51,shc_mse,image,0.5
3225,5,0.51,shc_mse,sphere,0.5
3226,5,0.51,shc_mse,xihe,0.8018867924528302
3227,5,0.51,shc_mse,entropy,0.7358490566037735
3228,5,0.52,shc_mse,image,0.5
3229,5,0.52,shc_mse,sphere,0.5
3230,5,0.52,shc_mse,xihe,0.8018867924528302
3231,5,0.52,shc_mse,entropy,0.7641509433962265
3232,5,0.53,shc_mse,image,0.5
3233,5,0.53,shc_mse,sphere,0.5
3234,5,0.53,shc_mse,xihe,0.8018867924528302
3235,5,0.53,shc_mse,entropy,0.7641509433962265
3236,5,0.54,shc_mse,image,0.5
3237,5,0.54,shc_mse,sphere,0.5
3238,5,0.54,shc_mse,xihe,0.7924528301886793
3239,5,0.54,shc_mse,entropy,0.7547169811320755
3240,5,0.55,shc_mse,image,0.5
3241,5,0.55,shc_mse,sphere,0.5
3242,5,0.55,shc_mse,xihe,0.7830188679245284
3243,5,0.55,shc_mse,entropy,0.7830188679245284
3244,5,0.56,shc_mse,image,0.5
3245,5,0.56,shc_mse,sphere,0.5
3246,5,0.56,shc_mse,xihe,0.7641509433962265
3247,5,0.56,shc_mse,entropy,0.8113207547169812
3248,5,0.57,shc_mse,image,0.5
3249,5,0.57,shc_mse,sphere,0.5
3250,5,0.57,shc_mse,xihe,0.7547169811320755
3251,5,0.57,shc_mse,entropy,0.8301886792452831
3252,5,0.58,shc_mse,image,0.5
3253,5,0.58,shc_mse,sphere,0.5
3254,5,0.58,shc_mse,xihe,0.7641509433962265
3255,5,0.58,shc_mse,entropy,0.8207547169811321
3256,5,0.59,shc_mse,image,0.5
3257,5,0.59,shc_mse,sphere,0.5
3258,5,0.59,shc_mse,xihe,0.7735849056603774
3259,5,0.59,shc_mse,entropy,0.8113207547169812
3260,5,0.6,shc_mse,image,0.5
3261,5,0.6,shc_mse,sphere,0.5
3262,5,0.6,shc_mse,xihe,0.7735849056603774
3263,5,0.6,shc_mse,entropy,0.7641509433962265
3264,5,0.61,shc_mse,image,0.5
3265,5,0.61,shc_mse,sphere,0.5
3266,5,0.61,shc_mse,xihe,0.7641509433962265
3267,5,0.61,shc_mse,entropy,0.7547169811320755
3268,5,0.62,shc_mse,image,0.5
3269,5,0.62,shc_mse,sphere,0.5
3270,5,0.62,shc_mse,xihe,0.7547169811320755
3271,5,0.62,shc_mse,entropy,0.7641509433962265
3272,5,0.63,shc_mse,image,0.5
3273,5,0.63,shc_mse,sphere,0.5
3274,5,0.63,shc_mse,xihe,0.7452830188679245
3275,5,0.63,shc_mse,entropy,0.7735849056603774
3276,5,0.64,shc_mse,image,0.5
3277,5,0.64,shc_mse,sphere,0.5
3278,5,0.64,shc_mse,xihe,0.7452830188679245
3279,5,0.64,shc_mse,entropy,0.7830188679245284
3280,5,0.65,shc_mse,image,0.5
3281,5,0.65,shc_mse,sphere,0.5
3282,5,0.65,shc_mse,xihe,0.7358490566037735
3283,5,0.65,shc_mse,entropy,0.7924528301886793
3284,5,0.66,shc_mse,image,0.5
3285,5,0.66,shc_mse,sphere,0.5
3286,5,0.66,shc_mse,xihe,0.7264150943396226
3287,5,0.66,shc_mse,entropy,0.8018867924528302
3288,5,0.67,shc_mse,image,0.5
3289,5,0.67,shc_mse,sphere,0.5
3290,5,0.67,shc_mse,xihe,0.7169811320754716
3291,5,0.67,shc_mse,entropy,0.8113207547169812
3292,5,0.68,shc_mse,image,0.5
3293,5,0.68,shc_mse,sphere,0.5
3294,5,0.68,shc_mse,xihe,0.7264150943396226
3295,5,0.68,shc_mse,entropy,0.8113207547169812
3296,5,0.69,shc_mse,image,0.5
3297,5,0.69,shc_mse,sphere,0.5
3298,5,0.69,shc_mse,xihe,0.7264150943396226
3299,5,0.69,shc_mse,entropy,0.8207547169811321
3300,5,0.7,shc_mse,image,0.5
3301,5,0.7,shc_mse,sphere,0.5
3302,5,0.7,shc_mse,xihe,0.7264150943396226
3303,5,0.7,shc_mse,entropy,0.8018867924528302
3304,5,0.71,shc_mse,image,0.5
3305,5,0.71,shc_mse,sphere,0.5
3306,5,0.71,shc_mse,xihe,0.7264150943396226
3307,5,0.71,shc_mse,entropy,0.8018867924528302
3308,5,0.72,shc_mse,image,0.5
3309,5,0.72,shc_mse,sphere,0.5
3310,5,0.72,shc_mse,xihe,0.7169811320754716
3311,5,0.72,shc_mse,entropy,0.8113207547169812
3312,5,0.73,shc_mse,image,0.5
3313,5,0.73,shc_mse,sphere,0.5
3314,5,0.73,shc_mse,xihe,0.6981132075471698
3315,5,0.73,shc_mse,entropy,0.8113207547169812
3316,5,0.74,shc_mse,image,0.5
3317,5,0.74,shc_mse,sphere,0.5
3318,5,0.74,shc_mse,xihe,0.6698113207547169
3319,5,0.74,shc_mse,entropy,0.8113207547169812
3320,5,0.75,shc_mse,image,0.5
3321,5,0.75,shc_mse,sphere,0.5
3322,5,0.75,shc_mse,xihe,0.6698113207547169
3323,5,0.75,shc_mse,entropy,0.8113207547169812
3324,5,0.76,shc_mse,image,0.5
3325,5,0.76,shc_mse,sphere,0.5
3326,5,0.76,shc_mse,xihe,0.6698113207547169
3327,5,0.76,shc_mse,entropy,0.7924528301886793
3328,5,0.77,shc_mse,image,0.5
3329,5,0.77,shc_mse,sphere,0.5
3330,5,0.77,shc_mse,xihe,0.6415094339622641
3331,5,0.77,shc_mse,entropy,0.7830188679245284
3332,5,0.78,shc_mse,image,0.5
3333,5,0.78,shc_mse,sphere,0.5
3334,5,0.78,shc_mse,xihe,0.6415094339622641
3335,5,0.78,shc_mse,entropy,0.7830188679245284
3336,5,0.79,shc_mse,image,0.5
3337,5,0.79,shc_mse,sphere,0.5
3338,5,0.79,shc_mse,xihe,0.6320754716981132
3339,5,0.79,shc_mse,entropy,0.7547169811320755
3340,5,0.8,shc_mse,image,0.5
3341,5,0.8,shc_mse,sphere,0.5
3342,5,0.8,shc_mse,xihe,0.6320754716981132
3343,5,0.8,shc_mse,entropy,0.7358490566037735
3344,5,0.81,shc_mse,image,0.5
3345,5,0.81,shc_mse,sphere,0.5
3346,5,0.81,shc_mse,xihe,0.6037735849056604
3347,5,0.81,shc_mse,entropy,0.7264150943396226
3348,5,0.82,shc_mse,image,0.5
3349,5,0.82,shc_mse,sphere,0.5
3350,5,0.82,shc_mse,xihe,0.5943396226415094
3351,5,0.82,shc_mse,entropy,0.7169811320754716
3352,5,0.83,shc_mse,image,0.5
3353,5,0.83,shc_mse,sphere,0.5
3354,5,0.83,shc_mse,xihe,0.5660377358490566
3355,5,0.83,shc_mse,entropy,0.6886792452830188
3356,5,0.84,shc_mse,image,0.5
3357,5,0.84,shc_mse,sphere,0.5
3358,5,0.84,shc_mse,xihe,0.5660377358490566
3359,5,0.84,shc_mse,entropy,0.6886792452830188
3360,5,0.85,shc_mse,image,0.5
3361,5,0.85,shc_mse,sphere,0.5
3362,5,0.85,shc_mse,xihe,0.5660377358490566
3363,5,0.85,shc_mse,entropy,0.6886792452830188
3364,5,0.86,shc_mse,image,0.5
3365,5,0.86,shc_mse,sphere,0.5
3366,5,0.86,shc_mse,xihe,0.5660377358490566
3367,5,0.86,shc_mse,entropy,0.6886792452830188
3368,5,0.87,shc_mse,image,0.5
3369,5,0.87,shc_mse,sphere,0.5
3370,5,0.87,shc_mse,xihe,0.5566037735849056
3371,5,0.87,shc_mse,entropy,0.6886792452830188
3372,5,0.88,shc_mse,image,0.5
3373,5,0.88,shc_mse,sphere,0.5
3374,5,0.88,shc_mse,xihe,0.5566037735849056
3375,5,0.88,shc_mse,entropy,0.6792452830188679
3376,5,0.89,shc_mse,image,0.5
3377,5,0.89,shc_mse,sphere,0.5
3378,5,0.89,shc_mse,xihe,0.5566037735849056
3379,5,0.89,shc_mse,entropy,0.6792452830188679
3380,5,0.9,shc_mse,image,0.5
3381,5,0.9,shc_mse,sphere,0.5
3382,5,0.9,shc_mse,xihe,0.5471698113207547
3383,5,0.9,shc_mse,entropy,0.6698113207547169
3384,5,0.91,shc_mse,image,0.5
3385,5,0.91,shc_mse,sphere,0.5
3386,5,0.91,shc_mse,xihe,0.5377358490566038
3387,5,0.91,shc_mse,entropy,0.660377358490566
3388,5,0.92,shc_mse,image,0.5
3389,5,0.92,shc_mse,sphere,0.5
3390,5,0.92,shc_mse,xihe,0.5283018867924528
3391,5,0.92,shc_mse,entropy,0.660377358490566
3392,5,0.93,shc_mse,image,0.5
3393,5,0.93,shc_mse,sphere,0.5
3394,5,0.93,shc_mse,xihe,0.5283018867924528
3395,5,0.93,shc_mse,entropy,0.6509433962264151
3396,5,0.94,shc_mse,image,0.5
3397,5,0.94,shc_mse,sphere,0.5
3398,5,0.94,shc_mse,xihe,0.5283018867924528
3399,5,0.94,shc_mse,entropy,0.6320754716981132
3400,5,0.95,shc_mse,image,0.5
3401,5,0.95,shc_mse,sphere,0.5
3402,5,0.95,shc_mse,xihe,0.5283018867924528
3403,5,0.95,shc_mse,entropy,0.6132075471698113
3404,5,0.96,shc_mse,image,0.5
3405,5,0.96,shc_mse,sphere,0.5
3406,5,0.96,shc_mse,xihe,0.5188679245283019
3407,5,0.96,shc_mse,entropy,0.6132075471698113
3408,5,0.97,shc_mse,image,0.5
3409,5,0.97,shc_mse,sphere,0.5
3410,5,0.97,shc_mse,xihe,0.5094339622641509
3411,5,0.97,shc_mse,entropy,0.6037735849056604
3412,5,0.98,shc_mse,image,0.5
3413,5,0.98,shc_mse,sphere,0.5
3414,5,0.98,shc_mse,xihe,0.5094339622641509
3415,5,0.98,shc_mse,entropy,0.6037735849056604
3416,5,0.99,shc_mse,image,0.5
3417,5,0.99,shc_mse,sphere,0.5
3418,5,0.99,shc_mse,xihe,0.5
3419,5,0.99,shc_mse,entropy,0.6037735849056604
3420,5,1.0,shc_mse,image,0.5
3421,5,1.0,shc_mse,sphere,0.5
3422,5,1.0,shc_mse,xihe,0.5
3423,5,1.0,shc_mse,entropy,0.6132075471698113
3424,5,1.01,shc_mse,image,0.5
3425,5,1.01,shc_mse,sphere,0.5
3426,5,1.01,shc_mse,xihe,0.5
3427,5,1.01,shc_mse,entropy,0.5943396226415094
3428,5,1.02,shc_mse,image,0.5
3429,5,1.02,shc_mse,sphere,0.5
3430,5,1.02,shc_mse,xihe,0.5
3431,5,1.02,shc_mse,entropy,0.5849056603773585
3432,5,1.03,shc_mse,image,0.5
3433,5,1.03,shc_mse,sphere,0.5
3434,5,1.03,shc_mse,xihe,0.5
3435,5,1.03,shc_mse,entropy,0.5754716981132075
3436,5,1.04,shc_mse,image,0.5
3437,5,1.04,shc_mse,sphere,0.5
3438,5,1.04,shc_mse,xihe,0.5
3439,5,1.04,shc_mse,entropy,0.5660377358490566
3440,5,1.05,shc_mse,image,0.5
3441,5,1.05,shc_mse,sphere,0.5
3442,5,1.05,shc_mse,xihe,0.5
3443,5,1.05,shc_mse,entropy,0.5660377358490566
3444,5,1.06,shc_mse,image,0.5
3445,5,1.06,shc_mse,sphere,0.5
3446,5,1.06,shc_mse,xihe,0.5
3447,5,1.06,shc_mse,entropy,0.5660377358490566
3448,5,1.07,shc_mse,image,0.5
3449,5,1.07,shc_mse,sphere,0.5
3450,5,1.07,shc_mse,xihe,0.5
3451,5,1.07,shc_mse,entropy,0.5660377358490566
3452,5,1.08,shc_mse,image,0.5
3453,5,1.08,shc_mse,sphere,0.5
3454,5,1.08,shc_mse,xihe,0.5
3455,5,1.08,shc_mse,entropy,0.5566037735849056
3456,5,1.09,shc_mse,image,0.5
3457,5,1.09,shc_mse,sphere,0.5
3458,5,1.09,shc_mse,xihe,0.5
3459,5,1.09,shc_mse,entropy,0.5566037735849056
3460,5,1.1,shc_mse,image,0.5
3461,5,1.1,shc_mse,sphere,0.5
3462,5,1.1,shc_mse,xihe,0.5
3463,5,1.1,shc_mse,entropy,0.5566037735849056
3464,5,1.11,shc_mse,image,0.5
3465,5,1.11,shc_mse,sphere,0.5
3466,5,1.11,shc_mse,xihe,0.5
3467,5,1.11,shc_mse,entropy,0.5566037735849056
3468,5,1.12,shc_mse,image,0.5
3469,5,1.12,shc_mse,sphere,0.5
3470,5,1.12,shc_mse,xihe,0.5
3471,5,1.12,shc_mse,entropy,0.5471698113207547
3472,5,1.13,shc_mse,image,0.5
3473,5,1.13,shc_mse,sphere,0.5
3474,5,1.13,shc_mse,xihe,0.5
3475,5,1.13,shc_mse,entropy,0.5471698113207547
3476,5,1.14,shc_mse,image,0.5
3477,5,1.14,shc_mse,sphere,0.5
3478,5,1.14,shc_mse,xihe,0.5
3479,5,1.14,shc_mse,entropy,0.5377358490566038
3480,5,1.15,shc_mse,image,0.5
3481,5,1.15,shc_mse,sphere,0.5
3482,5,1.15,shc_mse,xihe,0.5
3483,5,1.15,shc_mse,entropy,0.5377358490566038
3484,5,1.16,shc_mse,image,0.5
3485,5,1.16,shc_mse,sphere,0.5
3486,5,1.16,shc_mse,xihe,0.5
3487,5,1.16,shc_mse,entropy,0.5188679245283019
3488,5,1.17,shc_mse,image,0.5
3489,5,1.17,shc_mse,sphere,0.5
3490,5,1.17,shc_mse,xihe,0.5
3491,5,1.17,shc_mse,entropy,0.5188679245283019
3492,5,1.18,shc_mse,image,0.5
3493,5,1.18,shc_mse,sphere,0.5
3494,5,1.18,shc_mse,xihe,0.5
3495,5,1.18,shc_mse,entropy,0.5188679245283019
3496,5,1.19,shc_mse,image,0.5
3497,5,1.19,shc_mse,sphere,0.5
3498,5,1.19,shc_mse,xihe,0.5
3499,5,1.19,shc_mse,entropy,0.5188679245283019
3500,5,1.2,shc_mse,image,0.5
3501,5,1.2,shc_mse,sphere,0.5
3502,5,1.2,shc_mse,xihe,0.5
3503,5,1.2,shc_mse,entropy,0.5188679245283019
3504,5,1.21,shc_mse,image,0.5
3505,5,1.21,shc_mse,sphere,0.5
3506,5,1.21,shc_mse,xihe,0.5
3507,5,1.21,shc_mse,entropy,0.5188679245283019
3508,5,1.22,shc_mse,image,0.5
3509,5,1.22,shc_mse,sphere,0.5
3510,5,1.22,shc_mse,xihe,0.5
3511,5,1.22,shc_mse,entropy,0.5188679245283019
3512,5,1.23,shc_mse,image,0.5
3513,5,1.23,shc_mse,sphere,0.5
3514,5,1.23,shc_mse,xihe,0.5
3515,5,1.23,shc_mse,entropy,0.5188679245283019
3516,5,1.24,shc_mse,image,0.5
3517,5,1.24,shc_mse,sphere,0.5
3518,5,1.24,shc_mse,xihe,0.5
3519,5,1.24,shc_mse,entropy,0.5188679245283019
3520,5,1.25,shc_mse,image,0.5
3521,5,1.25,shc_mse,sphere,0.5
3522,5,1.25,shc_mse,xihe,0.5
3523,5,1.25,shc_mse,entropy,0.5188679245283019
3524,5,1.26,shc_mse,image,0.5
3525,5,1.26,shc_mse,sphere,0.5
3526,5,1.26,shc_mse,xihe,0.5
3527,5,1.26,shc_mse,entropy,0.5188679245283019
3528,5,1.27,shc_mse,image,0.5
3529,5,1.27,shc_mse,sphere,0.5
3530,5,1.27,shc_mse,xihe,0.5
3531,5,1.27,shc_mse,entropy,0.5188679245283019
3532,5,1.28,shc_mse,image,0.5
3533,5,1.28,shc_mse,sphere,0.5
3534,5,1.28,shc_mse,xihe,0.5
3535,5,1.28,shc_mse,entropy,0.5188679245283019
3536,5,1.29,shc_mse,image,0.5
3537,5,1.29,shc_mse,sphere,0.5
3538,5,1.29,shc_mse,xihe,0.5
3539,5,1.29,shc_mse,entropy,0.5188679245283019
3540,5,1.3,shc_mse,image,0.5
3541,5,1.3,shc_mse,sphere,0.5
3542,5,1.3,shc_mse,xihe,0.5
3543,5,1.3,shc_mse,entropy,0.5094339622641509
3544,5,1.31,shc_mse,image,0.5
3545,5,1.31,shc_mse,sphere,0.5
3546,5,1.31,shc_mse,xihe,0.5
3547,5,1.31,shc_mse,entropy,0.5094339622641509
3548,5,1.32,shc_mse,image,0.5
3549,5,1.32,shc_mse,sphere,0.5
3550,5,1.32,shc_mse,xihe,0.5
3551,5,1.32,shc_mse,entropy,0.5094339622641509
3552,5,1.33,shc_mse,image,0.5
3553,5,1.33,shc_mse,sphere,0.5
3554,5,1.33,shc_mse,xihe,0.5
3555,5,1.33,shc_mse,entropy,0.5094339622641509
3556,5,1.34,shc_mse,image,0.5
3557,5,1.34,shc_mse,sphere,0.5
3558,5,1.34,shc_mse,xihe,0.5
3559,5,1.34,shc_mse,entropy,0.5094339622641509
3560,5,1.35,shc_mse,image,0.5
3561,5,1.35,shc_mse,sphere,0.5
3562,5,1.35,shc_mse,xihe,0.5
3563,5,1.35,shc_mse,entropy,0.5094339622641509
3564,5,1.36,shc_mse,image,0.5
3565,5,1.36,shc_mse,sphere,0.5
3566,5,1.36,shc_mse,xihe,0.5
3567,5,1.36,shc_mse,entropy,0.5094339622641509
3568,5,1.37,shc_mse,image,0.5
3569,5,1.37,shc_mse,sphere,0.5
3570,5,1.37,shc_mse,xihe,0.5
3571,5,1.37,shc_mse,entropy,0.5094339622641509
3572,5,1.38,shc_mse,image,0.5
3573,5,1.38,shc_mse,sphere,0.5
3574,5,1.38,shc_mse,xihe,0.5
3575,5,1.38,shc_mse,entropy,0.5094339622641509
3576,5,1.39,shc_mse,image,0.5
3577,5,1.39,shc_mse,sphere,0.5
3578,5,1.39,shc_mse,xihe,0.5
3579,5,1.39,shc_mse,entropy,0.5094339622641509
3580,5,1.4,shc_mse,image,0.5
3581,5,1.4,shc_mse,sphere,0.5
3582,5,1.4,shc_mse,xihe,0.5
3583,5,1.4,shc_mse,entropy,0.5094339622641509
3584,5,1.41,shc_mse,image,0.5
3585,5,1.41,shc_mse,sphere,0.5
3586,5,1.41,shc_mse,xihe,0.5
3587,5,1.41,shc_mse,entropy,0.5094339622641509
3588,5,1.42,shc_mse,image,0.5
3589,5,1.42,shc_mse,sphere,0.5
3590,5,1.42,shc_mse,xihe,0.5
3591,5,1.42,shc_mse,entropy,0.5094339622641509
3592,5,1.43,shc_mse,image,0.5
3593,5,1.43,shc_mse,sphere,0.5
3594,5,1.43,shc_mse,xihe,0.5
3595,5,1.43,shc_mse,entropy,0.5094339622641509
3596,5,1.44,shc_mse,image,0.5
3597,5,1.44,shc_mse,sphere,0.5
3598,5,1.44,shc_mse,xihe,0.5
3599,5,1.44,shc_mse,entropy,0.5094339622641509
3600,5,1.45,shc_mse,image,0.5
3601,5,1.45,shc_mse,sphere,0.5
3602,5,1.45,shc_mse,xihe,0.5
3603,5,1.45,shc_mse,entropy,0.5094339622641509
3604,5,1.46,shc_mse,image,0.5
3605,5,1.46,shc_mse,sphere,0.5
3606,5,1.46,shc_mse,xihe,0.5
3607,5,1.46,shc_mse,entropy,0.5094339622641509
3608,5,1.47,shc_mse,image,0.5
3609,5,1.47,shc_mse,sphere,0.5
3610,5,1.47,shc_mse,xihe,0.5
3611,5,1.47,shc_mse,entropy,0.5094339622641509
3612,5,1.48,shc_mse,image,0.5
3613,5,1.48,shc_mse,sphere,0.5
3614,5,1.48,shc_mse,xihe,0.5
3615,5,1.48,shc_mse,entropy,0.5094339622641509
3616,5,1.49,shc_mse,image,0.5
3617,5,1.49,shc_mse,sphere,0.5
3618,5,1.49,shc_mse,xihe,0.5
3619,5,1.49,shc_mse,entropy,0.5094339622641509
3620,5,1.5,shc_mse,image,0.5
3621,5,1.5,shc_mse,sphere,0.5
3622,5,1.5,shc_mse,xihe,0.5
3623,5,1.5,shc_mse,entropy,0.5094339622641509
3624,6,0.0,shc_mse,image,0.5
3625,6,0.0,shc_mse,sphere,0.5
3626,6,0.0,shc_mse,xihe,0.5
3627,6,0.0,shc_mse,entropy,0.5
3628,6,0.01,shc_mse,image,0.5
3629,6,0.01,shc_mse,sphere,0.49193548387096775
3630,6,0.01,shc_mse,xihe,0.4838709677419355
3631,6,0.01,shc_mse,entropy,0.5
3632,6,0.02,shc_mse,image,0.5
3633,6,0.02,shc_mse,sphere,0.49193548387096775
3634,6,0.02,shc_mse,xihe,0.4838709677419355
3635,6,0.02,shc_mse,entropy,0.5
3636,6,0.03,shc_mse,image,0.5
3637,6,0.03,shc_mse,sphere,0.5241935483870968
3638,6,0.03,shc_mse,xihe,0.4838709677419355
3639,6,0.03,shc_mse,entropy,0.5
3640,6,0.04,shc_mse,image,0.5
3641,6,0.04,shc_mse,sphere,0.6129032258064516
3642,6,0.04,shc_mse,xihe,0.4838709677419355
3643,6,0.04,shc_mse,entropy,0.5
3644,6,0.05,shc_mse,image,0.5
3645,6,0.05,shc_mse,sphere,0.6935483870967742
3646,6,0.05,shc_mse,xihe,0.4838709677419355
3647,6,0.05,shc_mse,entropy,0.5
3648,6,0.06,shc_mse,image,0.5
3649,6,0.06,shc_mse,sphere,0.75
3650,6,0.06,shc_mse,xihe,0.4838709677419355
3651,6,0.06,shc_mse,entropy,0.49193548387096775
3652,6,0.07,shc_mse,image,0.5
3653,6,0.07,shc_mse,sphere,0.7983870967741935
3654,6,0.07,shc_mse,xihe,0.4838709677419355
3655,6,0.07,shc_mse,entropy,0.4838709677419355
3656,6,0.08,shc_mse,image,0.5
3657,6,0.08,shc_mse,sphere,0.8387096774193549
3658,6,0.08,shc_mse,xihe,0.4838709677419355
3659,6,0.08,shc_mse,entropy,0.4838709677419355
3660,6,0.09,shc_mse,image,0.5
3661,6,0.09,shc_mse,sphere,0.8548387096774194
3662,6,0.09,shc_mse,xihe,0.4838709677419355
3663,6,0.09,shc_mse,entropy,0.4838709677419355
3664,6,0.1,shc_mse,image,0.5
3665,6,0.1,shc_mse,sphere,0.8467741935483871
3666,6,0.1,shc_mse,xihe,0.4838709677419355
3667,6,0.1,shc_mse,entropy,0.4838709677419355
3668,6,0.11,shc_mse,image,0.5
3669,6,0.11,shc_mse,sphere,0.8548387096774194
3670,6,0.11,shc_mse,xihe,0.49193548387096775
3671,6,0.11,shc_mse,entropy,0.4838709677419355
3672,6,0.12,shc_mse,image,0.5
3673,6,0.12,shc_mse,sphere,0.8467741935483871
3674,6,0.12,shc_mse,xihe,0.49193548387096775
3675,6,0.12,shc_mse,entropy,0.4838709677419355
3676,6,0.13,shc_mse,image,0.5
3677,6,0.13,shc_mse,sphere,0.7983870967741935
3678,6,0.13,shc_mse,xihe,0.49193548387096775
3679,6,0.13,shc_mse,entropy,0.49193548387096775
3680,6,0.14,shc_mse,image,0.5
3681,6,0.14,shc_mse,sphere,0.782258064516129
3682,6,0.14,shc_mse,xihe,0.49193548387096775
3683,6,0.14,shc_mse,entropy,0.49193548387096775
3684,6,0.15,shc_mse,image,0.5
3685,6,0.15,shc_mse,sphere,0.7419354838709677
3686,6,0.15,shc_mse,xihe,0.49193548387096775
3687,6,0.15,shc_mse,entropy,0.49193548387096775
3688,6,0.16,shc_mse,image,0.5
3689,6,0.16,shc_mse,sphere,0.717741935483871
3690,6,0.16,shc_mse,xihe,0.4838709677419355
3691,6,0.16,shc_mse,entropy,0.49193548387096775
3692,6,0.17,shc_mse,image,0.5
3693,6,0.17,shc_mse,sphere,0.6854838709677419
3694,6,0.17,shc_mse,xihe,0.4838709677419355
3695,6,0.17,shc_mse,entropy,0.49193548387096775
3696,6,0.18,shc_mse,image,0.5
3697,6,0.18,shc_mse,sphere,0.6532258064516129
3698,6,0.18,shc_mse,xihe,0.4838709677419355
3699,6,0.18,shc_mse,entropy,0.49193548387096775
3700,6,0.19,shc_mse,image,0.5
3701,6,0.19,shc_mse,sphere,0.6370967741935484
3702,6,0.19,shc_mse,xihe,0.4838709677419355
3703,6,0.19,shc_mse,entropy,0.49193548387096775
3704,6,0.2,shc_mse,image,0.5
3705,6,0.2,shc_mse,sphere,0.5887096774193549
3706,6,0.2,shc_mse,xihe,0.49193548387096775
3707,6,0.2,shc_mse,entropy,0.49193548387096775
3708,6,0.21,shc_mse,image,0.5
3709,6,0.21,shc_mse,sphere,0.5806451612903226
3710,6,0.21,shc_mse,xihe,0.5
3711,6,0.21,shc_mse,entropy,0.5
3712,6,0.22,shc_mse,image,0.5
3713,6,0.22,shc_mse,sphere,0.5806451612903226
3714,6,0.22,shc_mse,xihe,0.5080645161290323
3715,6,0.22,shc_mse,entropy,0.5
3716,6,0.23,shc_mse,image,0.5
3717,6,0.23,shc_mse,sphere,0.5645161290322581
3718,6,0.23,shc_mse,xihe,0.5241935483870968
3719,6,0.23,shc_mse,entropy,0.5
3720,6,0.24,shc_mse,image,0.5
3721,6,0.24,shc_mse,sphere,0.5483870967741935
3722,6,0.24,shc_mse,xihe,0.532258064516129
3723,6,0.24,shc_mse,entropy,0.5
3724,6,0.25,shc_mse,image,0.5
3725,6,0.25,shc_mse,sphere,0.532258064516129
3726,6,0.25,shc_mse,xihe,0.5564516129032258
3727,6,0.25,shc_mse,entropy,0.5
3728,6,0.26,shc_mse,image,0.5
3729,6,0.26,shc_mse,sphere,0.5241935483870968
3730,6,0.26,shc_mse,xihe,0.5483870967741935
3731,6,0.26,shc_mse,entropy,0.5
3732,6,0.27,shc_mse,image,0.5
3733,6,0.27,shc_mse,sphere,0.5161290322580645
3734,6,0.27,shc_mse,xihe,0.5645161290322581
3735,6,0.27,shc_mse,entropy,0.5080645161290323
3736,6,0.28,shc_mse,image,0.5
3737,6,0.28,shc_mse,sphere,0.5161290322580645
3738,6,0.28,shc_mse,xihe,0.5806451612903226
3739,6,0.28,shc_mse,entropy,0.5161290322580645
3740,6,0.29,shc_mse,image,0.5
3741,6,0.29,shc_mse,sphere,0.5080645161290323
3742,6,0.29,shc_mse,xihe,0.5887096774193549
3743,6,0.29,shc_mse,entropy,0.5161290322580645
3744,6,0.3,shc_mse,image,0.5
3745,6,0.3,shc_mse,sphere,0.5
3746,6,0.3,shc_mse,xihe,0.6048387096774194
3747,6,0.3,shc_mse,entropy,0.5161290322580645
3748,6,0.31,shc_mse,image,0.5
3749,6,0.31,shc_mse,sphere,0.5
3750,6,0.31,shc_mse,xihe,0.6209677419354839
3751,6,0.31,shc_mse,entropy,0.5241935483870968
3752,6,0.32,shc_mse,image,0.5
3753,6,0.32,shc_mse,sphere,0.5
3754,6,0.32,shc_mse,xihe,0.6370967741935484
3755,6,0.32,shc_mse,entropy,0.532258064516129
3756,6,0.33,shc_mse,image,0.5
3757,6,0.33,shc_mse,sphere,0.5
3758,6,0.33,shc_mse,xihe,0.6612903225806451
3759,6,0.33,shc_mse,entropy,0.532258064516129
3760,6,0.34,shc_mse,image,0.5
3761,6,0.34,shc_mse,sphere,0.5
3762,6,0.34,shc_mse,xihe,0.6612903225806451
3763,6,0.34,shc_mse,entropy,0.532258064516129
3764,6,0.35,shc_mse,image,0.5
3765,6,0.35,shc_mse,sphere,0.5
