,dataset,theta,metric,method,accuracy
30372,0,0.43,ssim,image,0.5
30373,0,0.43,ssim,sphere,0.5
30374,0,0.43,ssim,xihe,0.8333333333333334
30375,0,0.43,ssim,entropy,0.7222222222222222
30376,0,0.44,ssim,image,0.5
30377,0,0.44,ssim,sphere,0.5
30378,0,0.44,ssim,xihe,0.8333333333333334
30379,0,0.44,ssim,entropy,0.7222222222222222
30380,0,0.45,ssim,image,0.5
30381,0,0.45,ssim,sphere,0.5
30382,0,0.45,ssim,xihe,0.7777777777777778
30383,0,0.45,ssim,entropy,0.7222222222222222
30384,0,0.46,ssim,image,0.5
30385,0,0.46,ssim,sphere,0.5
30386,0,0.46,ssim,xihe,0.7777777777777778
30387,0,0.46,ssim,entropy,0.7777777777777778
30388,0,0.47,ssim,image,0.5
30389,0,0.47,ssim,sphere,0.5
30390,0,0.47,ssim,xihe,0.7222222222222222
30391,0,0.47,ssim,entropy,0.7777777777777778
30392,0,0.48,ssim,image,0.5
30393,0,0.48,ssim,sphere,0.5
30394,0,0.48,ssim,xihe,0.7222222222222222
30395,0,0.48,ssim,entropy,0.7777777777777778
30396,0,0.49,ssim,image,0.5
30397,0,0.49,ssim,sphere,0.5
30398,0,0.49,ssim,xihe,0.7222222222222222
30399,0,0.49,ssim,entropy,0.7777777777777778
30400,0,0.5,ssim,image,0.5
30401,0,0.5,ssim,sphere,0.5
30402,0,0.5,ssim,xihe,0.6666666666666666
30403,0,0.5,ssim,entropy,0.7777777777777778
30404,0,0.51,ssim,image,0.5
30405,0,0.51,ssim,sphere,0.5
30406,0,0.51,ssim,xihe,0.6666666666666666
30407,0,0.51,ssim,entropy,0.7777777777777778
30408,0,0.52,ssim,image,0.5
30409,0,0.52,ssim,sphere,0.5
30410,0,0.52,ssim,xihe,0.6666666666666666
30411,0,0.52,ssim,entropy,0.8333333333333334
30412,0,0.53,ssim,image,0.5
30413,0,0.53,ssim,sphere,0.5
30414,0,0.53,ssim,xihe,0.6666666666666666
30415,0,0.53,ssim,entropy,0.8333333333333334
30416,0,0.54,ssim,image,0.5
30417,0,0.54,ssim,sphere,0.5
30418,0,0.54,ssim,xihe,0.6666666666666666
30419,0,0.54,ssim,entropy,0.8333333333333334
30420,0,0.55,ssim,image,0.5
30421,0,0.55,ssim,sphere,0.5
30422,0,0.55,ssim,xihe,0.6666666666666666
30423,0,0.55,ssim,entropy,0.8333333333333334
30424,0,0.56,ssim,image,0.5
30425,0,0.56,ssim,sphere,0.5
30426,0,0.56,ssim,xihe,0.6111111111111112
30427,0,0.56,ssim,entropy,0.7777777777777778
30428,0,0.57,ssim,image,0.5
30429,0,0.57,ssim,sphere,0.5
30430,0,0.57,ssim,xihe,0.6111111111111112
30431,0,0.57,ssim,entropy,0.8333333333333334
30432,0,0.58,ssim,image,0.5
30433,0,0.58,ssim,sphere,0.5
30434,0,0.58,ssim,xihe,0.6111111111111112
30435,0,0.58,ssim,entropy,0.8333333333333334
30436,0,0.59,ssim,image,0.5
30437,0,0.59,ssim,sphere,0.5
30438,0,0.59,ssim,xihe,0.6111111111111112
30439,0,0.59,ssim,entropy,0.8333333333333334
30440,0,0.6,ssim,image,0.5
30441,0,0.6,ssim,sphere,0.5
30442,0,0.6,ssim,xihe,0.6111111111111112
30443,0,0.6,ssim,entropy,0.8333333333333334
30444,0,0.61,ssim,image,0.5
30445,0,0.61,ssim,sphere,0.5
30446,0,0.61,ssim,xihe,0.6111111111111112
30447,0,0.61,ssim,entropy,0.8333333333333334
30448,0,0.62,ssim,image,0.5
30449,0,0.62,ssim,sphere,0.5
30450,0,0.62,ssim,xihe,0.6111111111111112
30451,0,0.62,ssim,entropy,0.8333333333333334
30452,0,0.63,ssim,image,0.5
30453,0,0.63,ssim,sphere,0.5
30454,0,0.63,ssim,xihe,0.6111111111111112
30455,0,0.63,ssim,entropy,0.8333333333333334
30456,0,0.64,ssim,image,0.5
30457,0,0.64,ssim,sphere,0.5
30458,0,0.64,ssim,xihe,0.6111111111111112
30459,0,0.64,ssim,entropy,0.8888888888888888
30460,0,0.65,ssim,image,0.5
30461,0,0.65,ssim,sphere,0.5
30462,0,0.65,ssim,xihe,0.6111111111111112
30463,0,0.65,ssim,entropy,0.8888888888888888
30464,0,0.66,ssim,image,0.5
30465,0,0.66,ssim,sphere,0.5
30466,0,0.66,ssim,xihe,0.6111111111111112
30467,0,0.66,ssim,entropy,0.8888888888888888
30468,0,0.67,ssim,image,0.5
30469,0,0.67,ssim,sphere,0.5
30470,0,0.67,ssim,xihe,0.6111111111111112
30471,0,0.67,ssim,entropy,0.8888888888888888
30472,0,0.68,ssim,image,0.5
30473,0,0.68,ssim,sphere,0.5
30474,0,0.68,ssim,xihe,0.6666666666666666
30475,0,0.68,ssim,entropy,0.8888888888888888
30476,0,0.69,ssim,image,0.5
30477,0,0.69,ssim,sphere,0.5
30478,0,0.69,ssim,xihe,0.6666666666666666
30479,0,0.69,ssim,entropy,0.8888888888888888
30480,0,0.7,ssim,image,0.5
30481,0,0.7,ssim,sphere,0.5
30482,0,0.7,ssim,xihe,0.6666666666666666
30483,0,0.7,ssim,entropy,0.8888888888888888
30484,0,0.71,ssim,image,0.5
30485,0,0.71,ssim,sphere,0.5
30486,0,0.71,ssim,xihe,0.6666666666666666
30487,0,0.71,ssim,entropy,0.8333333333333334
30488,0,0.72,ssim,image,0.5
30489,0,0.72,ssim,sphere,0.5
30490,0,0.72,ssim,xihe,0.6666666666666666
30491,0,0.72,ssim,entropy,0.8333333333333334
30492,0,0.73,ssim,image,0.5
30493,0,0.73,ssim,sphere,0.5
30494,0,0.73,ssim,xihe,0.5555555555555556
30495,0,0.73,ssim,entropy,0.8333333333333334
30496,0,0.74,ssim,image,0.5
30497,0,0.74,ssim,sphere,0.5
30498,0,0.74,ssim,xihe,0.5555555555555556
30499,0,0.74,ssim,entropy,0.7777777777777778
30500,0,0.75,ssim,image,0.5
30501,0,0.75,ssim,sphere,0.5
30502,0,0.75,ssim,xihe,0.5555555555555556
30503,0,0.75,ssim,entropy,0.7777777777777778
30504,0,0.76,ssim,image,0.5
30505,0,0.76,ssim,sphere,0.5
30506,0,0.76,ssim,xihe,0.5555555555555556
30507,0,0.76,ssim,entropy,0.7777777777777778
30508,0,0.77,ssim,image,0.5
30509,0,0.77,ssim,sphere,0.5
30510,0,0.77,ssim,xihe,0.5555555555555556
30511,0,0.77,ssim,entropy,0.7777777777777778
30512,0,0.78,ssim,image,0.5
30513,0,0.78,ssim,sphere,0.5
30514,0,0.78,ssim,xihe,0.5555555555555556
30515,0,0.78,ssim,entropy,0.7777777777777778
30516,0,0.79,ssim,image,0.5
30517,0,0.79,ssim,sphere,0.5
30518,0,0.79,ssim,xihe,0.5555555555555556
30519,0,0.79,ssim,entropy,0.7777777777777778
30520,0,0.8,ssim,image,0.5
30521,0,0.8,ssim,sphere,0.5
30522,0,0.8,ssim,xihe,0.5555555555555556
30523,0,0.8,ssim,entropy,0.7777777777777778
30524,0,0.81,ssim,image,0.5
30525,0,0.81,ssim,sphere,0.5
30526,0,0.81,ssim,xihe,0.5555555555555556
30527,0,0.81,ssim,entropy,0.7777777777777778
30528,0,0.82,ssim,image,0.5
30529,0,0.82,ssim,sphere,0.5
30530,0,0.82,ssim,xihe,0.5555555555555556
30531,0,0.82,ssim,entropy,0.7222222222222222
30532,0,0.83,ssim,image,0.5
30533,0,0.83,ssim,sphere,0.5
30534,0,0.83,ssim,xihe,0.5555555555555556
30535,0,0.83,ssim,entropy,0.6111111111111112
30536,0,0.84,ssim,image,0.5
30537,0,0.84,ssim,sphere,0.5
30538,0,0.84,ssim,xihe,0.5555555555555556
30539,0,0.84,ssim,entropy,0.6111111111111112
30540,0,0.85,ssim,image,0.5
30541,0,0.85,ssim,sphere,0.5
30542,0,0.85,ssim,xihe,0.5555555555555556
30543,0,0.85,ssim,entropy,0.6111111111111112
30544,0,0.86,ssim,image,0.5
30545,0,0.86,ssim,sphere,0.5
30546,0,0.86,ssim,xihe,0.5555555555555556
30547,0,0.86,ssim,entropy,0.6111111111111112
30548,0,0.87,ssim,image,0.5
30549,0,0.87,ssim,sphere,0.5
30550,0,0.87,ssim,xihe,0.5555555555555556
30551,0,0.87,ssim,entropy,0.6111111111111112
30552,0,0.88,ssim,image,0.5
30553,0,0.88,ssim,sphere,0.5
30554,0,0.88,ssim,xihe,0.5555555555555556
30555,0,0.88,ssim,entropy,0.5555555555555556
30556,0,0.89,ssim,image,0.5
30557,0,0.89,ssim,sphere,0.5
30558,0,0.89,ssim,xihe,0.5555555555555556
30559,0,0.89,ssim,entropy,0.5555555555555556
30560,0,0.9,ssim,image,0.5
30561,0,0.9,ssim,sphere,0.5
30562,0,0.9,ssim,xihe,0.5
30563,0,0.9,ssim,entropy,0.5555555555555556
30564,0,0.91,ssim,image,0.5
30565,0,0.91,ssim,sphere,0.5
30566,0,0.91,ssim,xihe,0.5
30567,0,0.91,ssim,entropy,0.5555555555555556
30568,0,0.92,ssim,image,0.5
30569,0,0.92,ssim,sphere,0.5
30570,0,0.92,ssim,xihe,0.5
30571,0,0.92,ssim,entropy,0.5555555555555556
30572,0,0.93,ssim,image,0.5
30573,0,0.93,ssim,sphere,0.5
30574,0,0.93,ssim,xihe,0.5
30575,0,0.93,ssim,entropy,0.5555555555555556
30576,0,0.94,ssim,image,0.5
30577,0,0.94,ssim,sphere,0.5
30578,0,0.94,ssim,xihe,0.5
30579,0,0.94,ssim,entropy,0.5555555555555556
30580,0,0.95,ssim,image,0.5
30581,0,0.95,ssim,sphere,0.5
30582,0,0.95,ssim,xihe,0.5
30583,0,0.95,ssim,entropy,0.5555555555555556
30584,0,0.96,ssim,image,0.5
30585,0,0.96,ssim,sphere,0.5
30586,0,0.96,ssim,xihe,0.5
30587,0,0.96,ssim,entropy,0.5555555555555556
30588,0,0.97,ssim,image,0.5
30589,0,0.97,ssim,sphere,0.5
30590,0,0.97,ssim,xihe,0.5
30591,0,0.97,ssim,entropy,0.5555555555555556
30592,0,0.98,ssim,image,0.5
30593,0,0.98,ssim,sphere,0.5
30594,0,0.98,ssim,xihe,0.5
30595,0,0.98,ssim,entropy,0.5555555555555556
30596,0,0.99,ssim,image,0.5
30597,0,0.99,ssim,sphere,0.5
30598,0,0.99,ssim,xihe,0.5
30599,0,0.99,ssim,entropy,0.5555555555555556
30600,0,1.0,ssim,image,0.5
30601,0,1.0,ssim,sphere,0.5
30602,0,1.0,ssim,xihe,0.5
30603,0,1.0,ssim,entropy,0.5555555555555556
30604,0,1.01,ssim,image,0.5
30605,0,1.01,ssim,sphere,0.5
30606,0,1.01,ssim,xihe,0.5
30607,0,1.01,ssim,entropy,0.5555555555555556
30608,0,1.02,ssim,image,0.5
30609,0,1.02,ssim,sphere,0.5
30610,0,1.02,ssim,xihe,0.5
30611,0,1.02,ssim,entropy,0.5555555555555556
30612,0,1.03,ssim,image,0.5
30613,0,1.03,ssim,sphere,0.5
30614,0,1.03,ssim,xihe,0.5
30615,0,1.03,ssim,entropy,0.5555555555555556
30616,0,1.04,ssim,image,0.5
30617,0,1.04,ssim,sphere,0.5
30618,0,1.04,ssim,xihe,0.5
30619,0,1.04,ssim,entropy,0.5555555555555556
30620,0,1.05,ssim,image,0.5
30621,0,1.05,ssim,sphere,0.5
30622,0,1.05,ssim,xihe,0.5
30623,0,1.05,ssim,entropy,0.5555555555555556
30624,0,1.06,ssim,image,0.5
30625,0,1.06,ssim,sphere,0.5
30626,0,1.06,ssim,xihe,0.5
30627,0,1.06,ssim,entropy,0.5555555555555556
30628,0,1.07,ssim,image,0.5
30629,0,1.07,ssim,sphere,0.5
30630,0,1.07,ssim,xihe,0.5
30631,0,1.07,ssim,entropy,0.5555555555555556
30632,0,1.08,ssim,image,0.5
30633,0,1.08,ssim,sphere,0.5
30634,0,1.08,ssim,xihe,0.5
30635,0,1.08,ssim,entropy,0.5555555555555556
30636,0,1.09,ssim,image,0.5
30637,0,1.09,ssim,sphere,0.5
30638,0,1.09,ssim,xihe,0.5
30639,0,1.09,ssim,entropy,0.5555555555555556
30640,0,1.1,ssim,image,0.5
30641,0,1.1,ssim,sphere,0.5
30642,0,1.1,ssim,xihe,0.5
30643,0,1.1,ssim,entropy,0.5555555555555556
30644,0,1.11,ssim,image,0.5
30645,0,1.11,ssim,sphere,0.5
30646,0,1.11,ssim,xihe,0.5
30647,0,1.11,ssim,entropy,0.5555555555555556
30648,0,1.12,ssim,image,0.5
30649,0,1.12,ssim,sphere,0.5
30650,0,1.12,ssim,xihe,0.5
30651,0,1.12,ssim,entropy,0.5555555555555556
30652,0,1.13,ssim,image,0.5
30653,0,1.13,ssim,sphere,0.5
30654,0,1.13,ssim,xihe,0.5
30655,0,1.13,ssim,entropy,0.5555555555555556
30656,0,1.14,ssim,image,0.5
30657,0,1.14,ssim,sphere,0.5
30658,0,1.14,ssim,xihe,0.5
30659,0,1.14,ssim,entropy,0.5555555555555556
30660,0,1.15,ssim,image,0.5
30661,0,1.15,ssim,sphere,0.5
30662,0,1.15,ssim,xihe,0.5
30663,0,1.15,ssim,entropy,0.5555555555555556
30664,0,1.16,ssim,image,0.5
30665,0,1.16,ssim,sphere,0.5
30666,0,1.16,ssim,xihe,0.5
30667,0,1.16,ssim,entropy,0.5555555555555556
30668,0,1.17,ssim,image,0.5
30669,0,1.17,ssim,sphere,0.5
30670,0,1.17,ssim,xihe,0.5
30671,0,1.17,ssim,entropy,0.5555555555555556
30672,0,1.18,ssim,image,0.5
30673,0,1.18,ssim,sphere,0.5
30674,0,1.18,ssim,xihe,0.5
30675,0,1.18,ssim,entropy,0.5555555555555556
30676,0,1.19,ssim,image,0.5
30677,0,1.19,ssim,sphere,0.5
30678,0,1.19,ssim,xihe,0.5
30679,0,1.19,ssim,entropy,0.5555555555555556
30680,0,1.2,ssim,image,0.5
30681,0,1.2,ssim,sphere,0.5
30682,0,1.2,ssim,xihe,0.5
30683,0,1.2,ssim,entropy,0.5555555555555556
30684,0,1.21,ssim,image,0.5
30685,0,1.21,ssim,sphere,0.5
30686,0,1.21,ssim,xihe,0.5
30687,0,1.21,ssim,entropy,0.5555555555555556
30688,0,1.22,ssim,image,0.5
30689,0,1.22,ssim,sphere,0.5
30690,0,1.22,ssim,xihe,0.5
30691,0,1.22,ssim,entropy,0.5555555555555556
30692,0,1.23,ssim,image,0.5
30693,0,1.23,ssim,sphere,0.5
30694,0,1.23,ssim,xihe,0.5
30695,0,1.23,ssim,entropy,0.5555555555555556
30696,0,1.24,ssim,image,0.5
30697,0,1.24,ssim,sphere,0.5
30698,0,1.24,ssim,xihe,0.5
30699,0,1.24,ssim,entropy,0.5555555555555556
30700,0,1.25,ssim,image,0.5
30701,0,1.25,ssim,sphere,0.5
30702,0,1.25,ssim,xihe,0.5
30703,0,1.25,ssim,entropy,0.5555555555555556
30704,0,1.26,ssim,image,0.5
30705,0,1.26,ssim,sphere,0.5
30706,0,1.26,ssim,xihe,0.5
30707,0,1.26,ssim,entropy,0.5555555555555556
30708,0,1.27,ssim,image,0.5
30709,0,1.27,ssim,sphere,0.5
30710,0,1.27,ssim,xihe,0.5
30711,0,1.27,ssim,entropy,0.5555555555555556
30712,0,1.28,ssim,image,0.5
30713,0,1.28,ssim,sphere,0.5
30714,0,1.28,ssim,xihe,0.5
30715,0,1.28,ssim,entropy,0.5555555555555556
30716,0,1.29,ssim,image,0.5
30717,0,1.29,ssim,sphere,0.5
30718,0,1.29,ssim,xihe,0.5
30719,0,1.29,ssim,entropy,0.5555555555555556
30720,0,1.3,ssim,image,0.5
30721,0,1.3,ssim,sphere,0.5
30722,0,1.3,ssim,xihe,0.5
30723,0,1.3,ssim,entropy,0.5555555555555556
30724,0,1.31,ssim,image,0.5
30725,0,1.31,ssim,sphere,0.5
30726,0,1.31,ssim,xihe,0.5
30727,0,1.31,ssim,entropy,0.5555555555555556
30728,0,1.32,ssim,image,0.5
30729,0,1.32,ssim,sphere,0.5
30730,0,1.32,ssim,xihe,0.5
30731,0,1.32,ssim,entropy,0.5555555555555556
30732,0,1.33,ssim,image,0.5
30733,0,1.33,ssim,sphere,0.5
30734,0,1.33,ssim,xihe,0.5
30735,0,1.33,ssim,entropy,0.5555555555555556
30736,0,1.34,ssim,image,0.5
30737,0,1.34,ssim,sphere,0.5
30738,0,1.34,ssim,xihe,0.5
30739,0,1.34,ssim,entropy,0.5555555555555556
30740,0,1.35,ssim,image,0.5
30741,0,1.35,ssim,sphere,0.5
30742,0,1.35,ssim,xihe,0.5
30743,0,1.35,ssim,entropy,0.5555555555555556
30744,0,1.36,ssim,image,0.5
30745,0,1.36,ssim,sphere,0.5
30746,0,1.36,ssim,xihe,0.5
30747,0,1.36,ssim,entropy,0.5555555555555556
30748,0,1.37,ssim,image,0.5
30749,0,1.37,ssim,sphere,0.5
30750,0,1.37,ssim,xihe,0.5
30751,0,1.37,ssim,entropy,0.5555555555555556
30752,0,1.38,ssim,image,0.5
30753,0,1.38,ssim,sphere,0.5
30754,0,1.38,ssim,xihe,0.5
30755,0,1.38,ssim,entropy,0.5555555555555556
30756,0,1.39,ssim,image,0.5
30757,0,1.39,ssim,sphere,0.5
30758,0,1.39,ssim,xihe,0.5
30759,0,1.39,ssim,entropy,0.5555555555555556
30760,0,1.4,ssim,image,0.5
30761,0,1.4,ssim,sphere,0.5
30762,0,1.4,ssim,xihe,0.5
30763,0,1.4,ssim,entropy,0.5555555555555556
30764,0,1.41,ssim,image,0.5
30765,0,1.41,ssim,sphere,0.5
30766,0,1.41,ssim,xihe,0.5
30767,0,1.41,ssim,entropy,0.5555555555555556
30768,0,1.42,ssim,image,0.5
30769,0,1.42,ssim,sphere,0.5
30770,0,1.42,ssim,xihe,0.5
30771,0,1.42,ssim,entropy,0.5555555555555556
30772,0,1.43,ssim,image,0.5
30773,0,1.43,ssim,sphere,0.5
30774,0,1.43,ssim,xihe,0.5
30775,0,1.43,ssim,entropy,0.5555555555555556
30776,0,1.44,ssim,image,0.5
30777,0,1.44,ssim,sphere,0.5
30778,0,1.44,ssim,xihe,0.5
30779,0,1.44,ssim,entropy,0.5555555555555556
30780,0,1.45,ssim,image,0.5
30781,0,1.45,ssim,sphere,0.5
30782,0,1.45,ssim,xihe,0.5
30783,0,1.45,ssim,entropy,0.5555555555555556
30784,0,1.46,ssim,image,0.5
30785,0,1.46,ssim,sphere,0.5
30786,0,1.46,ssim,xihe,0.5
30787,0,1.46,ssim,entropy,0.5555555555555556
30788,0,1.47,ssim,image,0.5
30789,0,1.47,ssim,sphere,0.5
30790,0,1.47,ssim,xihe,0.5
30791,0,1.47,ssim,entropy,0.5555555555555556
30792,0,1.48,ssim,image,0.5
30793,0,1.48,ssim,sphere,0.5
30794,0,1.48,ssim,xihe,0.5
30795,0,1.48,ssim,entropy,0.5555555555555556
30796,0,1.49,ssim,image,0.5
30797,0,1.49,ssim,sphere,0.5
30798,0,1.49,ssim,xihe,0.5
30799,0,1.49,ssim,entropy,0.5555555555555556
30800,0,1.5,ssim,image,0.5
30801,0,1.5,ssim,sphere,0.5
30802,0,1.5,ssim,xihe,0.5
30803,0,1.5,ssim,entropy,0.5555555555555556
30804,1,0.0,ssim,image,0.5
30805,1,0.0,ssim,sphere,0.5
30806,1,0.0,ssim,xihe,0.5
30807,1,0.0,ssim,entropy,0.5
30808,1,0.01,ssim,image,0.5
30809,1,0.01,ssim,sphere,0.5277777777777778
30810,1,0.01,ssim,xihe,0.5
30811,1,0.01,ssim,entropy,0.5
30812,1,0.02,ssim,image,0.5
30813,1,0.02,ssim,sphere,0.5277777777777778
30814,1,0.02,ssim,xihe,0.5
30815,1,0.02,ssim,entropy,0.5
30816,1,0.03,ssim,image,0.5
30817,1,0.03,ssim,sphere,0.5277777777777778
30818,1,0.03,ssim,xihe,0.5
30819,1,0.03,ssim,entropy,0.5
30820,1,0.04,ssim,image,0.5
30821,1,0.04,ssim,sphere,0.6666666666666666
30822,1,0.04,ssim,xihe,0.5
30823,1,0.04,ssim,entropy,0.5
30824,1,0.05,ssim,image,0.5
30825,1,0.05,ssim,sphere,0.7222222222222222
30826,1,0.05,ssim,xihe,0.5
30827,1,0.05,ssim,entropy,0.5
30828,1,0.06,ssim,image,0.5
30829,1,0.06,ssim,sphere,0.75
30830,1,0.06,ssim,xihe,0.5
30831,1,0.06,ssim,entropy,0.5
30832,1,0.07,ssim,image,0.5
30833,1,0.07,ssim,sphere,0.8333333333333334
30834,1,0.07,ssim,xihe,0.5
30835,1,0.07,ssim,entropy,0.5
30836,1,0.08,ssim,image,0.5
30837,1,0.08,ssim,sphere,0.8611111111111112
30838,1,0.08,ssim,xihe,0.5
30839,1,0.08,ssim,entropy,0.5
30840,1,0.09,ssim,image,0.5
30841,1,0.09,ssim,sphere,0.9166666666666666
30842,1,0.09,ssim,xihe,0.5
30843,1,0.09,ssim,entropy,0.5
30844,1,0.1,ssim,image,0.5
30845,1,0.1,ssim,sphere,0.8333333333333334
30846,1,0.1,ssim,xihe,0.5
30847,1,0.1,ssim,entropy,0.5
30848,1,0.11,ssim,image,0.5
30849,1,0.11,ssim,sphere,0.8333333333333334
30850,1,0.11,ssim,xihe,0.5277777777777778
30851,1,0.11,ssim,entropy,0.5
30852,1,0.12,ssim,image,0.5
30853,1,0.12,ssim,sphere,0.8055555555555556
30854,1,0.12,ssim,xihe,0.5277777777777778
30855,1,0.12,ssim,entropy,0.5
30856,1,0.13,ssim,image,0.5
30857,1,0.13,ssim,sphere,0.75
30858,1,0.13,ssim,xihe,0.5277777777777778
30859,1,0.13,ssim,entropy,0.5277777777777778
30860,1,0.14,ssim,image,0.5
30861,1,0.14,ssim,sphere,0.7777777777777778
30862,1,0.14,ssim,xihe,0.5277777777777778
30863,1,0.14,ssim,entropy,0.5277777777777778
30864,1,0.15,ssim,image,0.5
30865,1,0.15,ssim,sphere,0.75
30866,1,0.15,ssim,xihe,0.5277777777777778
30867,1,0.15,ssim,entropy,0.5277777777777778
30868,1,0.16,ssim,image,0.5
30869,1,0.16,ssim,sphere,0.75
30870,1,0.16,ssim,xihe,0.5277777777777778
30871,1,0.16,ssim,entropy,0.5277777777777778
30872,1,0.17,ssim,image,0.5
30873,1,0.17,ssim,sphere,0.6666666666666666
30874,1,0.17,ssim,xihe,0.5277777777777778
30875,1,0.17,ssim,entropy,0.5277777777777778
30876,1,0.18,ssim,image,0.5
30877,1,0.18,ssim,sphere,0.6666666666666666
30878,1,0.18,ssim,xihe,0.5277777777777778
30879,1,0.18,ssim,entropy,0.5277777777777778
30880,1,0.19,ssim,image,0.5
30881,1,0.19,ssim,sphere,0.6388888888888888
30882,1,0.19,ssim,xihe,0.5277777777777778
30883,1,0.19,ssim,entropy,0.5277777777777778
30884,1,0.2,ssim,image,0.5
30885,1,0.2,ssim,sphere,0.5833333333333334
30886,1,0.2,ssim,xihe,0.5555555555555556
30887,1,0.2,ssim,entropy,0.5277777777777778
30888,1,0.21,ssim,image,0.5
30889,1,0.21,ssim,sphere,0.5555555555555556
30890,1,0.21,ssim,xihe,0.5555555555555556
30891,1,0.21,ssim,entropy,0.5277777777777778
30892,1,0.22,ssim,image,0.5
30893,1,0.22,ssim,sphere,0.5555555555555556
30894,1,0.22,ssim,xihe,0.5555555555555556
30895,1,0.22,ssim,entropy,0.5277777777777778
30896,1,0.23,ssim,image,0.5
30897,1,0.23,ssim,sphere,0.5555555555555556
30898,1,0.23,ssim,xihe,0.5555555555555556
30899,1,0.23,ssim,entropy,0.5277777777777778
30900,1,0.24,ssim,image,0.5
30901,1,0.24,ssim,sphere,0.5277777777777778
30902,1,0.24,ssim,xihe,0.5555555555555556
30903,1,0.24,ssim,entropy,0.5277777777777778
30904,1,0.25,ssim,image,0.5
30905,1,0.25,ssim,sphere,0.5277777777777778
30906,1,0.25,ssim,xihe,0.5833333333333334
30907,1,0.25,ssim,entropy,0.5277777777777778
30908,1,0.26,ssim,image,0.5
30909,1,0.26,ssim,sphere,0.5277777777777778
30910,1,0.26,ssim,xihe,0.5833333333333334
30911,1,0.26,ssim,entropy,0.5277777777777778
30912,1,0.27,ssim,image,0.5
30913,1,0.27,ssim,sphere,0.5277777777777778
30914,1,0.27,ssim,xihe,0.5833333333333334
30915,1,0.27,ssim,entropy,0.5277777777777778
30916,1,0.28,ssim,image,0.5
30917,1,0.28,ssim,sphere,0.5277777777777778
30918,1,0.28,ssim,xihe,0.5833333333333334
30919,1,0.28,ssim,entropy,0.5277777777777778
30920,1,0.29,ssim,image,0.5
30921,1,0.29,ssim,sphere,0.5
30922,1,0.29,ssim,xihe,0.6111111111111112
30923,1,0.29,ssim,entropy,0.5277777777777778
30924,1,0.3,ssim,image,0.5
30925,1,0.3,ssim,sphere,0.5
30926,1,0.3,ssim,xihe,0.6111111111111112
30927,1,0.3,ssim,entropy,0.5277777777777778
30928,1,0.31,ssim,image,0.5
30929,1,0.31,ssim,sphere,0.5
30930,1,0.31,ssim,xihe,0.6111111111111112
30931,1,0.31,ssim,entropy,0.5277777777777778
30932,1,0.32,ssim,image,0.5
30933,1,0.32,ssim,sphere,0.5
30934,1,0.32,ssim,xihe,0.6111111111111112
30935,1,0.32,ssim,entropy,0.5555555555555556
30936,1,0.33,ssim,image,0.5
30937,1,0.33,ssim,sphere,0.5
30938,1,0.33,ssim,xihe,0.6388888888888888
30939,1,0.33,ssim,entropy,0.5555555555555556
30940,1,0.34,ssim,image,0.5
30941,1,0.34,ssim,sphere,0.5
30942,1,0.34,ssim,xihe,0.6388888888888888
30943,1,0.34,ssim,entropy,0.5555555555555556
30944,1,0.35,ssim,image,0.5
30945,1,0.35,ssim,sphere,0.5
30946,1,0.35,ssim,xihe,0.6666666666666666
30947,1,0.35,ssim,entropy,0.5555555555555556
30948,1,0.36,ssim,image,0.5
30949,1,0.36,ssim,sphere,0.5
30950,1,0.36,ssim,xihe,0.6944444444444444
30951,1,0.36,ssim,entropy,0.5833333333333334
30952,1,0.37,ssim,image,0.5
30953,1,0.37,ssim,sphere,0.5
30954,1,0.37,ssim,xihe,0.7222222222222222
30955,1,0.37,ssim,entropy,0.5833333333333334
30956,1,0.38,ssim,image,0.5
30957,1,0.38,ssim,sphere,0.5
30958,1,0.38,ssim,xihe,0.7222222222222222
30959,1,0.38,ssim,entropy,0.5833333333333334
30960,1,0.39,ssim,image,0.5
30961,1,0.39,ssim,sphere,0.5
30962,1,0.39,ssim,xihe,0.75
30963,1,0.39,ssim,entropy,0.6388888888888888
30964,1,0.4,ssim,image,0.5
30965,1,0.4,ssim,sphere,0.5
30966,1,0.4,ssim,xihe,0.7777777777777778
30967,1,0.4,ssim,entropy,0.6388888888888888
30968,1,0.41,ssim,image,0.5
30969,1,0.41,ssim,sphere,0.5
30970,1,0.41,ssim,xihe,0.8055555555555556
30971,1,0.41,ssim,entropy,0.6666666666666666
30972,1,0.42,ssim,image,0.5
30973,1,0.42,ssim,sphere,0.5
30974,1,0.42,ssim,xihe,0.7777777777777778
30975,1,0.42,ssim,entropy,0.6666666666666666
30976,1,0.43,ssim,image,0.5
30977,1,0.43,ssim,sphere,0.5
30978,1,0.43,ssim,xihe,0.7777777777777778
30979,1,0.43,ssim,entropy,0.6944444444444444
30980,1,0.44,ssim,image,0.5
30981,1,0.44,ssim,sphere,0.5
30982,1,0.44,ssim,xihe,0.8055555555555556
30983,1,0.44,ssim,entropy,0.6944444444444444
30984,1,0.45,ssim,image,0.5
30985,1,0.45,ssim,sphere,0.5
30986,1,0.45,ssim,xihe,0.7777777777777778
30987,1,0.45,ssim,entropy,0.7222222222222222
30988,1,0.46,ssim,image,0.5
30989,1,0.46,ssim,sphere,0.5
30990,1,0.46,ssim,xihe,0.7777777777777778
30991,1,0.46,ssim,entropy,0.75
30992,1,0.47,ssim,image,0.5
